stage_history_id,opp_id,stage,entered_at,exited_at,days_in_stage
9936,2638,Discovery,2021-12-12T00:00:00,2022-01-08T00:00:00,27
9937,2638,Qualification,2022-01-08T00:00:00,2022-02-08T00:00:00,31
9938,2638,Proposal,2022-02-08T00:00:00,2022-02-14T00:00:00,6
9939,2638,Negotiation,2022-02-14T00:00:00,2022-03-04T00:00:00,18
9940,2638,Closed Won,2022-03-04T00:00:00,2022-04-01T00:00:00,28
9941,2638,Closed Lost,2022-04-01T00:00:00,2022-04-01T00:00:00,0
9942,2639,Prospecting,2021-05-09T00:00:00,2021-05-18T00:00:00,9
9943,2639,Discovery,2021-05-18T00:00:00,2021-05-27T00:00:00,9
9944,2639,Qualification,2021-05-27T00:00:00,2021-06-13T00:00:00,17
9945,2639,Proposal,2021-06-13T00:00:00,2021-06-25T00:00:00,12
9946,2639,Negotiation,2021-06-25T00:00:00,,
9947,2640,Prospecting,2024-10-05T00:00:00,2024-10-11T00:00:00,6
9948,2640,Discovery,2024-10-11T00:00:00,2024-10-28T00:00:00,17
9949,2640,Qualification,2024-10-28T00:00:00,,
9950,2641,Prospecting,2023-02-27T00:00:00,2023-03-18T00:00:00,19
9951,2641,Discovery,2023-03-18T00:00:00,2023-04-02T00:00:00,15
9952,2641,Qualification,2023-04-02T00:00:00,2023-04-09T00:00:00,7
9953,2641,Proposal,2023-04-09T00:00:00,,
9954,2642,Prospecting,2024-01-23T00:00:00,,
9955,2643,Prospecting,2024-12-10T00:00:00,2024-12-23T00:00:00,13
9956,2643,Discovery,2024-12-23T00:00:00,2025-01-05T00:00:00,13
9957,2643,Qualification,2025-01-05T00:00:00,2025-01-21T00:00:00,16
9958,2643,Proposal,2025-01-21T00:00:00,,
9959,2644,Prospecting,2023-11-26T00:00:00,2023-12-07T00:00:00,11
9960,2644,Discovery,2023-12-07T00:00:00,2023-12-22T00:00:00,15
9961,2644,Qualification,2023-12-22T00:00:00,2024-01-06T00:00:00,15
9962,2644,Proposal,2024-01-06T00:00:00,,
9963,2645,Prospecting,2024-02-08T00:00:00,2024-02-14T00:00:00,6
9964,2645,Discovery,2024-02-14T00:00:00,2024-03-13T00:00:00,28
9965,2645,Qualification,2024-03-13T00:00:00,,
9966,2646,Prospecting,2022-12-31T00:00:00,2023-01-07T00:00:00,7
9967,2646,Discovery,2023-01-07T00:00:00,2023-01-13T00:00:00,6
9968,2646,Qualification,2023-01-13T00:00:00,2023-02-08T00:00:00,26
9969,2646,Proposal,2023-02-08T00:00:00,,
9970,2647,Prospecting,2024-12-07T00:00:00,2024-12-15T00:00:00,8
9971,2647,Discovery,2024-12-15T00:00:00,,
9972,2648,Prospecting,2024-11-14T00:00:00,2024-11-20T00:00:00,6
9973,2648,Discovery,2024-11-20T00:00:00,2024-12-13T00:00:00,23
9974,2648,Qualification,2024-12-13T00:00:00,2024-12-31T00:00:00,18
9975,2648,Proposal,2024-12-31T00:00:00,,
9976,2649,Prospecting,2023-01-21T00:00:00,2023-01-23T00:00:00,2
9977,2649,Discovery,2023-01-23T00:00:00,2023-01-28T00:00:00,5
9978,2649,Qualification,2023-01-28T00:00:00,2023-01-30T00:00:00,2
9979,2649,Proposal,2023-01-30T00:00:00,2023-02-02T00:00:00,3
9980,2649,Negotiation,2023-02-02T00:00:00,2023-02-10T00:00:00,8
9981,2649,Closed Won,2023-02-10T00:00:00,2023-02-10T00:00:00,0
9982,2650,Prospecting,2024-03-29T00:00:00,2024-04-04T00:00:00,6
9983,2650,Discovery,2024-04-04T00:00:00,2024-05-02T00:00:00,28
9984,2650,Qualification,2024-05-02T00:00:00,2024-05-26T00:00:00,24
9985,2650,Proposal,2024-05-26T00:00:00,2024-05-31T00:00:00,5
9986,2650,Negotiation,2024-05-31T00:00:00,,
9987,2651,Prospecting,2021-07-19T00:00:00,2021-08-15T00:00:00,27
9988,2651,Discovery,2021-08-15T00:00:00,2021-09-23T00:00:00,39
9989,2651,Qualification,2021-09-23T00:00:00,2021-11-01T00:00:00,39
9990,2651,Proposal,2021-11-01T00:00:00,2021-11-09T00:00:00,8
9991,2651,Negotiation,2021-11-09T00:00:00,2021-12-17T00:00:00,38
9992,2651,Closed Won,2021-12-17T00:00:00,2021-12-17T00:00:00,0
9993,2652,Prospecting,2024-03-05T00:00:00,,
9994,2653,Prospecting,2024-02-24T00:00:00,2024-04-20T00:00:00,56
9995,2653,Discovery,2024-04-20T00:00:00,2024-05-19T00:00:00,29
9996,2653,Qualification,2024-05-19T00:00:00,2024-06-22T00:00:00,34
9997,2653,Proposal,2024-06-22T00:00:00,2024-07-09T00:00:00,17
9998,2653,Negotiation,2024-07-09T00:00:00,2024-09-23T00:00:00,76
9999,2653,Closed Won,2024-09-23T00:00:00,2024-09-23T00:00:00,0
10000,2654,Prospecting,2023-09-27T00:00:00,2023-10-22T00:00:00,25
10001,2654,Discovery,2023-10-22T00:00:00,2023-11-27T00:00:00,36
10002,2654,Qualification,2023-11-27T00:00:00,2023-12-08T00:00:00,11
10003,2654,Proposal,2023-12-08T00:00:00,2023-12-29T00:00:00,21
10004,2654,Negotiation,2023-12-29T00:00:00,2024-01-28T00:00:00,30
10005,2654,Closed Won,2024-01-28T00:00:00,2024-02-13T00:00:00,16
10006,2654,Closed Lost,2024-02-13T00:00:00,2024-02-13T00:00:00,0
10007,2655,Prospecting,2024-09-05T00:00:00,,
10008,2656,Prospecting,2022-10-07T00:00:00,2022-10-17T00:00:00,10
10009,2656,Discovery,2022-10-17T00:00:00,2022-11-11T00:00:00,25
10010,2656,Qualification,2022-11-11T00:00:00,2022-12-23T00:00:00,42
10011,2656,Proposal,2022-12-23T00:00:00,2023-01-04T00:00:00,12
10012,2656,Negotiation,2023-01-04T00:00:00,2023-01-21T00:00:00,17
10013,2656,Closed Won,2023-01-21T00:00:00,2023-01-21T00:00:00,0
10014,2657,Prospecting,2024-09-26T00:00:00,2024-10-05T00:00:00,9
10015,2657,Discovery,2024-10-05T00:00:00,,
10016,2658,Prospecting,2024-02-28T00:00:00,,
10017,2659,Prospecting,2024-10-05T00:00:00,2024-10-16T00:00:00,11
10018,2659,Discovery,2024-10-16T00:00:00,2024-10-25T00:00:00,9
10019,2659,Qualification,2024-10-25T00:00:00,2024-11-19T00:00:00,25
10020,2659,Proposal,2024-11-19T00:00:00,2024-11-27T00:00:00,8
10021,2659,Negotiation,2024-11-27T00:00:00,2024-12-15T00:00:00,18
10022,2659,Closed Won,2024-12-15T00:00:00,2024-12-27T00:00:00,12
10023,2659,Closed Lost,2024-12-27T00:00:00,2024-12-27T00:00:00,0
10024,2660,Prospecting,2024-11-10T00:00:00,2024-11-13T00:00:00,3
10025,2660,Discovery,2024-11-13T00:00:00,2024-11-17T00:00:00,4
10026,2660,Qualification,2024-11-17T00:00:00,2024-11-19T00:00:00,2
10027,2660,Proposal,2024-11-19T00:00:00,2024-11-20T00:00:00,1
10028,2660,Negotiation,2024-11-20T00:00:00,2024-11-24T00:00:00,4
10029,2660,Closed Won,2024-11-24T00:00:00,2024-11-27T00:00:00,3
10030,2660,Closed Lost,2024-11-27T00:00:00,2024-11-27T00:00:00,0
10031,2661,Prospecting,2024-08-13T00:00:00,2024-08-27T00:00:00,14
10032,2661,Discovery,2024-08-27T00:00:00,2024-09-06T00:00:00,10
10033,2661,Qualification,2024-09-06T00:00:00,2024-09-25T00:00:00,19
10034,2661,Proposal,2024-09-25T00:00:00,2024-10-05T00:00:00,10
10035,2661,Negotiation,2024-10-05T00:00:00,2024-11-05T00:00:00,31
10036,2661,Closed Won,2024-11-05T00:00:00,2024-11-14T00:00:00,9
10037,2661,Closed Lost,2024-11-14T00:00:00,2024-11-14T00:00:00,0
10038,2662,Prospecting,2024-09-03T00:00:00,2024-09-12T00:00:00,9
10039,2662,Discovery,2024-09-12T00:00:00,2024-10-11T00:00:00,29
10040,2662,Qualification,2024-10-11T00:00:00,2024-10-20T00:00:00,9
10041,2662,Proposal,2024-10-20T00:00:00,2024-11-05T00:00:00,16
10042,2662,Negotiation,2024-11-05T00:00:00,,
10043,2663,Prospecting,2024-10-27T00:00:00,2024-11-06T00:00:00,10
10044,2663,Discovery,2024-11-06T00:00:00,2024-11-29T00:00:00,23
10045,2663,Qualification,2024-11-29T00:00:00,2024-12-14T00:00:00,15
10046,2663,Proposal,2024-12-14T00:00:00,,
10047,2664,Prospecting,2024-10-26T00:00:00,,
10048,2665,Prospecting,2022-05-14T00:00:00,2022-05-21T00:00:00,7
10049,2665,Discovery,2022-05-21T00:00:00,2022-06-18T00:00:00,28
10050,2665,Qualification,2022-06-18T00:00:00,2022-07-11T00:00:00,23
10051,2665,Proposal,2022-07-11T00:00:00,2022-07-27T00:00:00,16
10052,2665,Negotiation,2022-07-27T00:00:00,2022-08-25T00:00:00,29
10053,2665,Closed Won,2022-08-25T00:00:00,2022-09-07T00:00:00,13
10054,2665,Closed Lost,2022-09-07T00:00:00,2022-09-07T00:00:00,0
10055,2666,Prospecting,2024-05-09T00:00:00,2024-05-20T00:00:00,11
10056,2666,Discovery,2024-05-20T00:00:00,2024-06-10T00:00:00,21
10057,2666,Qualification,2024-06-10T00:00:00,2024-06-20T00:00:00,10
10058,2666,Proposal,2024-06-20T00:00:00,,
10059,2667,Prospecting,2024-04-03T00:00:00,2024-04-14T00:00:00,11
10060,2667,Discovery,2024-04-14T00:00:00,2024-04-29T00:00:00,15
10061,2667,Qualification,2024-04-29T00:00:00,,
10062,2668,Prospecting,2024-12-20T00:00:00,2024-12-21T00:00:00,1
10063,2668,Discovery,2024-12-21T00:00:00,2024-12-25T00:00:00,4
10064,2668,Qualification,2024-12-25T00:00:00,2024-12-27T00:00:00,2
10065,2668,Proposal,2024-12-27T00:00:00,2024-12-28T00:00:00,1
10066,2668,Negotiation,2024-12-28T00:00:00,2024-12-29T00:00:00,1
10067,2668,Closed Won,2024-12-29T00:00:00,2024-12-29T00:00:00,0
10068,2669,Prospecting,2023-12-01T00:00:00,2023-12-09T00:00:00,8
10069,2669,Discovery,2023-12-09T00:00:00,2023-12-30T00:00:00,21
10070,2669,Qualification,2023-12-30T00:00:00,,
10071,2670,Prospecting,2024-05-08T00:00:00,2024-05-28T00:00:00,20
10072,2670,Discovery,2024-05-28T00:00:00,2024-06-09T00:00:00,12
10073,2670,Qualification,2024-06-09T00:00:00,2024-06-24T00:00:00,15
10074,2670,Proposal,2024-06-24T00:00:00,,
10075,2671,Prospecting,2022-11-18T00:00:00,2022-12-08T00:00:00,20
10076,2671,Discovery,2022-12-08T00:00:00,2022-12-18T00:00:00,10
10077,2671,Qualification,2022-12-18T00:00:00,,
10078,2672,Prospecting,2022-11-20T00:00:00,,
10079,2673,Prospecting,2023-08-26T00:00:00,2023-09-17T00:00:00,22
10080,2673,Discovery,2023-09-17T00:00:00,2023-09-26T00:00:00,9
10081,2673,Qualification,2023-09-26T00:00:00,2023-10-03T00:00:00,7
10082,2673,Proposal,2023-10-03T00:00:00,,
10083,2674,Prospecting,2024-12-30T00:00:00,2025-01-13T00:00:00,14
10084,2674,Discovery,2025-01-13T00:00:00,2025-02-01T00:00:00,19
10085,2674,Qualification,2025-02-01T00:00:00,2025-02-15T00:00:00,14
10086,2674,Proposal,2025-02-15T00:00:00,,
10087,2675,Prospecting,2023-05-08T00:00:00,2023-05-17T00:00:00,9
10088,2675,Discovery,2023-05-17T00:00:00,2023-06-05T00:00:00,19
10089,2675,Qualification,2023-06-05T00:00:00,,
10090,2676,Prospecting,2023-06-10T00:00:00,,
10091,2677,Prospecting,2022-07-21T00:00:00,2022-08-04T00:00:00,14
10092,2677,Discovery,2022-08-04T00:00:00,2022-08-15T00:00:00,11
10093,2677,Qualification,2022-08-15T00:00:00,2022-09-03T00:00:00,19
10094,2677,Proposal,2022-09-03T00:00:00,2022-09-14T00:00:00,11
10095,2677,Negotiation,2022-09-14T00:00:00,,
10096,2678,Prospecting,2024-11-01T00:00:00,2024-11-09T00:00:00,8
10097,2678,Discovery,2024-11-09T00:00:00,2024-11-16T00:00:00,7
10098,2678,Qualification,2024-11-16T00:00:00,2024-11-29T00:00:00,13
10099,2678,Proposal,2024-11-29T00:00:00,2024-12-06T00:00:00,7
10100,2678,Negotiation,2024-12-06T00:00:00,2024-12-24T00:00:00,18
10101,2678,Closed Won,2024-12-24T00:00:00,2024-12-29T00:00:00,5
10102,2678,Closed Lost,2024-12-29T00:00:00,2024-12-29T00:00:00,0
10103,2679,Prospecting,2024-12-09T00:00:00,2024-12-13T00:00:00,4
10104,2679,Discovery,2024-12-13T00:00:00,2024-12-16T00:00:00,3
10105,2679,Qualification,2024-12-16T00:00:00,2024-12-17T00:00:00,1
10106,2679,Proposal,2024-12-17T00:00:00,2024-12-20T00:00:00,3
10107,2679,Negotiation,2024-12-20T00:00:00,2024-12-24T00:00:00,4
10108,2679,Closed Won,2024-12-24T00:00:00,2024-12-28T00:00:00,4
10109,2679,Closed Lost,2024-12-28T00:00:00,2024-12-28T00:00:00,0
10110,2680,Prospecting,2024-06-23T00:00:00,2024-07-01T00:00:00,8
10111,2680,Discovery,2024-07-01T00:00:00,2024-07-12T00:00:00,11
10112,2680,Qualification,2024-07-12T00:00:00,2024-08-03T00:00:00,22
10113,2680,Proposal,2024-08-03T00:00:00,,
10114,2681,Prospecting,2024-12-13T00:00:00,2024-12-30T00:00:00,17
10115,2681,Discovery,2024-12-30T00:00:00,2025-01-16T00:00:00,17
10116,2681,Qualification,2025-01-16T00:00:00,,
10117,2682,Prospecting,2022-06-12T00:00:00,2022-06-19T00:00:00,7
10118,2682,Discovery,2022-06-19T00:00:00,2022-06-30T00:00:00,11
10119,2682,Qualification,2022-06-30T00:00:00,2022-07-21T00:00:00,21
10120,2682,Proposal,2022-07-21T00:00:00,2022-08-04T00:00:00,14
10121,2682,Negotiation,2022-08-04T00:00:00,,
10122,2683,Prospecting,2024-04-04T00:00:00,,
10123,2684,Prospecting,2021-12-27T00:00:00,2021-12-30T00:00:00,3
10124,2684,Discovery,2021-12-30T00:00:00,2022-01-04T00:00:00,5
10125,2684,Qualification,2022-01-04T00:00:00,2022-01-16T00:00:00,12
10126,2684,Proposal,2022-01-16T00:00:00,2022-01-22T00:00:00,6
10127,2684,Negotiation,2022-01-22T00:00:00,2022-01-28T00:00:00,6
10128,2684,Closed Won,2022-01-28T00:00:00,2022-02-06T00:00:00,9
10129,2684,Closed Lost,2022-02-06T00:00:00,2022-02-06T00:00:00,0
10130,2685,Prospecting,2024-10-28T00:00:00,2024-11-01T00:00:00,4
10131,2685,Discovery,2024-11-01T00:00:00,2024-11-18T00:00:00,17
10132,2685,Qualification,2024-11-18T00:00:00,2024-12-08T00:00:00,20
10133,2685,Proposal,2024-12-08T00:00:00,,
10134,2686,Prospecting,2022-04-15T00:00:00,2022-04-28T00:00:00,13
10135,2686,Discovery,2022-04-28T00:00:00,2022-05-20T00:00:00,22
10136,2686,Qualification,2022-05-20T00:00:00,2022-06-18T00:00:00,29
10137,2686,Proposal,2022-06-18T00:00:00,2022-06-28T00:00:00,10
10138,2686,Negotiation,2022-06-28T00:00:00,2022-07-13T00:00:00,15
10139,2686,Closed Won,2022-07-13T00:00:00,2022-08-04T00:00:00,22
10140,2686,Closed Lost,2022-08-04T00:00:00,2022-08-04T00:00:00,0
10141,2687,Prospecting,2021-04-14T00:00:00,,
10142,2688,Prospecting,2024-02-01T00:00:00,2024-02-17T00:00:00,16
10143,2688,Discovery,2024-02-17T00:00:00,2024-03-18T00:00:00,30
10144,2688,Qualification,2024-03-18T00:00:00,2024-04-15T00:00:00,28
10145,2688,Proposal,2024-04-15T00:00:00,2024-04-20T00:00:00,5
10146,2688,Negotiation,2024-04-20T00:00:00,2024-05-19T00:00:00,29
10147,2688,Closed Won,2024-05-19T00:00:00,2024-06-23T00:00:00,35
10148,2688,Closed Lost,2024-06-23T00:00:00,2024-06-23T00:00:00,0
10149,2689,Prospecting,2022-12-06T00:00:00,2022-12-13T00:00:00,7
10150,2689,Discovery,2022-12-13T00:00:00,2022-12-29T00:00:00,16
10151,2689,Qualification,2022-12-29T00:00:00,2023-01-07T00:00:00,9
10152,2689,Proposal,2023-01-07T00:00:00,2023-01-18T00:00:00,11
10153,2689,Negotiation,2023-01-18T00:00:00,2023-02-21T00:00:00,34
10154,2689,Closed Won,2023-02-21T00:00:00,2023-03-01T00:00:00,8
10155,2689,Closed Lost,2023-03-01T00:00:00,2023-03-01T00:00:00,0
10156,2690,Prospecting,2024-07-13T00:00:00,,
10157,2691,Prospecting,2024-06-06T00:00:00,2024-06-09T00:00:00,3
10158,2691,Discovery,2024-06-09T00:00:00,2024-06-15T00:00:00,6
10159,2691,Qualification,2024-06-15T00:00:00,2024-06-19T00:00:00,4
10160,2691,Proposal,2024-06-19T00:00:00,2024-06-20T00:00:00,1
10161,2691,Negotiation,2024-06-20T00:00:00,2024-06-24T00:00:00,4
10162,2691,Closed Won,2024-06-24T00:00:00,2024-06-26T00:00:00,2
10163,2691,Closed Lost,2024-06-26T00:00:00,2024-06-26T00:00:00,0
10164,2692,Prospecting,2023-10-28T00:00:00,,
10165,2693,Prospecting,2024-04-27T00:00:00,2024-05-12T00:00:00,15
10166,2693,Discovery,2024-05-12T00:00:00,2024-05-30T00:00:00,18
10167,2693,Qualification,2024-05-30T00:00:00,2024-06-04T00:00:00,5
10168,2693,Proposal,2024-06-04T00:00:00,2024-06-15T00:00:00,11
10169,2693,Negotiation,2024-06-15T00:00:00,,
10170,2694,Prospecting,2022-03-09T00:00:00,2022-03-19T00:00:00,10
10171,2694,Discovery,2022-03-19T00:00:00,2022-04-08T00:00:00,20
10172,2694,Qualification,2022-04-08T00:00:00,,
10173,2695,Prospecting,2022-08-06T00:00:00,2022-08-18T00:00:00,12
10174,2695,Discovery,2022-08-18T00:00:00,2022-09-08T00:00:00,21
10175,2695,Qualification,2022-09-08T00:00:00,,
10176,2696,Prospecting,2021-07-09T00:00:00,2021-07-17T00:00:00,8
10177,2696,Discovery,2021-07-17T00:00:00,2021-08-04T00:00:00,18
10178,2696,Qualification,2021-08-04T00:00:00,,
10179,2697,Prospecting,2024-03-03T00:00:00,2024-03-20T00:00:00,17
10180,2697,Discovery,2024-03-20T00:00:00,2024-04-10T00:00:00,21
10181,2697,Qualification,2024-04-10T00:00:00,,
10182,2698,Prospecting,2021-11-19T00:00:00,2021-12-06T00:00:00,17
10183,2698,Discovery,2021-12-06T00:00:00,2022-01-10T00:00:00,35
10184,2698,Qualification,2022-01-10T00:00:00,2022-02-04T00:00:00,25
10185,2698,Proposal,2022-02-04T00:00:00,2022-02-17T00:00:00,13
10186,2698,Negotiation,2022-02-17T00:00:00,2022-03-19T00:00:00,30
10187,2698,Closed Won,2022-03-19T00:00:00,2022-03-19T00:00:00,0
10188,2699,Prospecting,2023-09-22T00:00:00,,
10189,2700,Prospecting,2022-05-10T00:00:00,2022-05-22T00:00:00,12
10190,2700,Discovery,2022-05-22T00:00:00,,
10191,2701,Prospecting,2024-10-11T00:00:00,2024-10-19T00:00:00,8
10192,2701,Discovery,2024-10-19T00:00:00,,
10193,2702,Prospecting,2024-12-05T00:00:00,2024-12-13T00:00:00,8
10194,2702,Discovery,2024-12-13T00:00:00,2025-01-03T00:00:00,21
10195,2702,Qualification,2025-01-03T00:00:00,,
10196,2703,Prospecting,2022-11-29T00:00:00,2022-12-09T00:00:00,10
10197,2703,Discovery,2022-12-09T00:00:00,2022-12-30T00:00:00,21
10198,2703,Qualification,2022-12-30T00:00:00,,
10199,2704,Prospecting,2024-11-16T00:00:00,2024-11-20T00:00:00,4
10200,2704,Discovery,2024-11-20T00:00:00,2024-11-23T00:00:00,3
10201,2704,Qualification,2024-11-23T00:00:00,2024-12-01T00:00:00,8
10202,2704,Proposal,2024-12-01T00:00:00,2024-12-03T00:00:00,2
10203,2704,Negotiation,2024-12-03T00:00:00,2024-12-11T00:00:00,8
10204,2704,Closed Won,2024-12-11T00:00:00,2024-12-13T00:00:00,2
10205,2704,Closed Lost,2024-12-13T00:00:00,2024-12-13T00:00:00,0
10206,2705,Prospecting,2023-05-08T00:00:00,2023-06-01T00:00:00,24
10207,2705,Discovery,2023-06-01T00:00:00,2023-06-27T00:00:00,26
10208,2705,Qualification,2023-06-27T00:00:00,2023-07-12T00:00:00,15
10209,2705,Proposal,2023-07-12T00:00:00,2023-08-03T00:00:00,22
10210,2705,Negotiation,2023-08-03T00:00:00,2023-08-19T00:00:00,16
10211,2705,Closed Won,2023-08-19T00:00:00,2023-09-18T00:00:00,30
10212,2705,Closed Lost,2023-09-18T00:00:00,2023-09-18T00:00:00,0
10213,2706,Prospecting,2024-11-15T00:00:00,2024-11-30T00:00:00,15
10214,2706,Discovery,2024-11-30T00:00:00,2024-12-15T00:00:00,15
10215,2706,Qualification,2024-12-15T00:00:00,,
10216,2707,Prospecting,2021-10-15T00:00:00,2021-10-21T00:00:00,6
10217,2707,Discovery,2021-10-21T00:00:00,,
10218,2708,Prospecting,2023-12-20T00:00:00,2023-12-26T00:00:00,6
10219,2708,Discovery,2023-12-26T00:00:00,2024-01-19T00:00:00,24
10220,2708,Qualification,2024-01-19T00:00:00,2024-02-05T00:00:00,17
10221,2708,Proposal,2024-02-05T00:00:00,2024-02-16T00:00:00,11
10222,2708,Negotiation,2024-02-16T00:00:00,,
10223,2709,Prospecting,2024-12-09T00:00:00,,
10224,2710,Prospecting,2024-07-02T00:00:00,2024-07-22T00:00:00,20
10225,2710,Discovery,2024-07-22T00:00:00,2024-08-23T00:00:00,32
10226,2710,Qualification,2024-08-23T00:00:00,2024-09-13T00:00:00,21
10227,2710,Proposal,2024-09-13T00:00:00,2024-10-14T00:00:00,31
10228,2710,Negotiation,2024-10-14T00:00:00,2024-12-16T00:00:00,63
10229,2710,Closed Won,2024-12-16T00:00:00,2024-12-16T00:00:00,0
10230,2711,Prospecting,2024-04-25T00:00:00,2024-05-07T00:00:00,12
10231,2711,Discovery,2024-05-07T00:00:00,2024-05-26T00:00:00,19
10232,2711,Qualification,2024-05-26T00:00:00,2024-06-10T00:00:00,15
10233,2711,Proposal,2024-06-10T00:00:00,,
10234,2712,Prospecting,2024-11-15T00:00:00,2024-11-21T00:00:00,6
10235,2712,Discovery,2024-11-21T00:00:00,2024-12-02T00:00:00,11
10236,2712,Qualification,2024-12-02T00:00:00,2024-12-05T00:00:00,3
10237,2712,Proposal,2024-12-05T00:00:00,2024-12-10T00:00:00,5
10238,2712,Negotiation,2024-12-10T00:00:00,2024-12-21T00:00:00,11
10239,2712,Closed Won,2024-12-21T00:00:00,2024-12-29T00:00:00,8
10240,2712,Closed Lost,2024-12-29T00:00:00,2024-12-29T00:00:00,0
10241,2713,Prospecting,2024-11-09T00:00:00,2024-11-14T00:00:00,5
10242,2713,Discovery,2024-11-14T00:00:00,2024-12-03T00:00:00,19
10243,2713,Qualification,2024-12-03T00:00:00,,
10244,2714,Prospecting,2024-10-15T00:00:00,2024-10-25T00:00:00,10
10245,2714,Discovery,2024-10-25T00:00:00,2024-11-04T00:00:00,10
10246,2714,Qualification,2024-11-04T00:00:00,2024-11-26T00:00:00,22
10247,2714,Proposal,2024-11-26T00:00:00,,
10248,2715,Prospecting,2024-01-11T00:00:00,2024-01-24T00:00:00,13
10249,2715,Discovery,2024-01-24T00:00:00,2024-02-06T00:00:00,13
10250,2715,Qualification,2024-02-06T00:00:00,,
10251,2716,Prospecting,2023-12-03T00:00:00,2023-12-23T00:00:00,20
10252,2716,Discovery,2023-12-23T00:00:00,2024-01-01T00:00:00,9
10253,2716,Qualification,2024-01-01T00:00:00,,
10254,2717,Prospecting,2024-12-11T00:00:00,,
10255,2718,Prospecting,2024-05-11T00:00:00,,
10256,2719,Prospecting,2024-06-10T00:00:00,2024-06-14T00:00:00,4
10257,2719,Discovery,2024-06-14T00:00:00,2024-07-01T00:00:00,17
10258,2719,Qualification,2024-07-01T00:00:00,2024-07-23T00:00:00,22
10259,2719,Proposal,2024-07-23T00:00:00,2024-07-26T00:00:00,3
10260,2719,Negotiation,2024-07-26T00:00:00,2024-08-01T00:00:00,6
10261,2719,Closed Won,2024-08-01T00:00:00,2024-08-20T00:00:00,19
10262,2719,Closed Lost,2024-08-20T00:00:00,2024-08-20T00:00:00,0
10263,2720,Prospecting,2024-01-06T00:00:00,2024-01-22T00:00:00,16
10264,2720,Discovery,2024-01-22T00:00:00,,
10265,2721,Prospecting,2024-09-13T00:00:00,2024-10-04T00:00:00,21
10266,2721,Discovery,2024-10-04T00:00:00,,
10267,2722,Prospecting,2024-10-05T00:00:00,2024-10-13T00:00:00,8
10268,2722,Discovery,2024-10-13T00:00:00,2024-10-28T00:00:00,15
10269,2722,Qualification,2024-10-28T00:00:00,2024-11-15T00:00:00,18
10270,2722,Proposal,2024-11-15T00:00:00,2024-11-25T00:00:00,10
10271,2722,Negotiation,2024-11-25T00:00:00,,
10272,2723,Prospecting,2024-10-12T00:00:00,2024-10-23T00:00:00,11
10273,2723,Discovery,2024-10-23T00:00:00,2024-11-03T00:00:00,11
10274,2723,Qualification,2024-11-03T00:00:00,2024-11-22T00:00:00,19
10275,2723,Proposal,2024-11-22T00:00:00,2024-11-29T00:00:00,7
10276,2723,Negotiation,2024-11-29T00:00:00,2024-12-11T00:00:00,12
10277,2723,Closed Won,2024-12-11T00:00:00,2024-12-27T00:00:00,16
10278,2723,Closed Lost,2024-12-27T00:00:00,2024-12-27T00:00:00,0
10279,2724,Prospecting,2024-01-30T00:00:00,2024-02-07T00:00:00,8
10280,2724,Discovery,2024-02-07T00:00:00,2024-02-28T00:00:00,21
10281,2724,Qualification,2024-02-28T00:00:00,2024-03-18T00:00:00,19
10282,2724,Proposal,2024-03-18T00:00:00,,
10283,2725,Prospecting,2024-12-03T00:00:00,2024-12-09T00:00:00,6
10284,2725,Discovery,2024-12-09T00:00:00,2024-12-15T00:00:00,6
10285,2725,Qualification,2024-12-15T00:00:00,2024-12-20T00:00:00,5
10286,2725,Proposal,2024-12-20T00:00:00,2024-12-25T00:00:00,5
10287,2725,Negotiation,2024-12-25T00:00:00,2024-12-28T00:00:00,3
10288,2725,Closed Won,2024-12-28T00:00:00,2024-12-28T00:00:00,0
10289,2726,Prospecting,2023-11-05T00:00:00,2023-11-22T00:00:00,17
10290,2726,Discovery,2023-11-22T00:00:00,2023-11-30T00:00:00,8
10291,2726,Qualification,2023-11-30T00:00:00,,
10292,2727,Prospecting,2024-10-12T00:00:00,2024-10-25T00:00:00,13
10293,2727,Discovery,2024-10-25T00:00:00,2024-11-16T00:00:00,22
10294,2727,Qualification,2024-11-16T00:00:00,2024-11-20T00:00:00,4
10295,2727,Proposal,2024-11-20T00:00:00,2024-11-26T00:00:00,6
10296,2727,Negotiation,2024-11-26T00:00:00,2024-12-16T00:00:00,20
10297,2727,Closed Won,2024-12-16T00:00:00,2024-12-28T00:00:00,12
10298,2727,Closed Lost,2024-12-28T00:00:00,2024-12-28T00:00:00,0
10299,2728,Prospecting,2024-05-02T00:00:00,,
10300,2729,Prospecting,2024-12-26T00:00:00,2025-01-06T00:00:00,11
10301,2729,Discovery,2025-01-06T00:00:00,,
10302,2730,Prospecting,2022-09-14T00:00:00,,
10303,2731,Prospecting,2024-07-04T00:00:00,2024-07-10T00:00:00,6
10304,2731,Discovery,2024-07-10T00:00:00,2024-07-19T00:00:00,9
10305,2731,Qualification,2024-07-19T00:00:00,2024-08-05T00:00:00,17
10306,2731,Proposal,2024-08-05T00:00:00,2024-08-19T00:00:00,14
10307,2731,Negotiation,2024-08-19T00:00:00,,
10308,2732,Prospecting,2024-01-05T00:00:00,2024-01-13T00:00:00,8
10309,2732,Discovery,2024-01-13T00:00:00,2024-02-04T00:00:00,22
10310,2732,Qualification,2024-02-04T00:00:00,,
