tracker_id,call_id,tracker_name,tracker_category,mention_count
10045,4448,Competitor - CompetitorE,Competitor,4
10046,4449,Competitor - CompetitorC,Competitor,7
10047,4449,Technical - Performance Requirements,Technical,2
10048,4450,Technical - Performance Requirements,Technical,1
10049,4450,Discount - Competitive Match,Discount,3
10050,4450,Competitor - CompetitorE,Competitor,1
10051,4453,Objection - Missing Feature,Objection,2
10052,4453,Contract Review Started,Buying Signal,4
10053,4453,Budget - Approved,Budget,1
10054,4454,Pricing - Compared to Competitor,Pricing,8
10055,4454,Technical - API Integration,Technical,3
10056,4454,Competitor - CompetitorB,Competitor,1
10057,4454,Procurement Process Started,Buying Signal,7
10058,4454,Competitor - CompetitorD,Competitor,8
10059,4455,Security - Penetration Testing,Security,8
10060,4455,Risk - Legal Blockers,Risk,3
10061,4455,Discount - End of Quarter,Discount,4
10062,4455,Risk - Budget Freeze,Risk,2
10063,4456,Pricing - Too Expensive Objection,Pricing,3
10064,4456,Technical - Custom Workflow Needs,Technical,3
10065,4456,Security - Data Residency,Security,6
10066,4456,Competitor - CompetitorB,Competitor,1
10067,4456,Decision Timeline Confirmed,Buying Signal,5
10068,4456,Risk - Stakeholder Pushback,Risk,6
10069,4457,Competitor - CompetitorB,Competitor,1
10070,4457,Competitor - CompetitorE,Competitor,6
10071,4457,Objection - Need More Stakeholder Buy-in,Objection,3
10072,4457,Next Steps Discussed,Buying Signal,7
10073,4457,Security - SSO Requirement,Security,5
10074,4457,Competitor - CompetitorA,Competitor,2
10075,4458,Next Steps Discussed,Buying Signal,8
10076,4458,Security - SOC2 Compliance,Security,8
10077,4462,Discount - End of Quarter,Discount,1
10078,4462,Security - SSO Requirement,Security,1
10079,4464,Competitor - Open Source Alternative,Competitor,7
10080,4465,Objection - Too Complex,Objection,5
10081,4465,Security - GDPR Compliance,Security,2
10082,4465,Competitor - CompetitorA,Competitor,5
10083,4465,Budget - Needs Approval,Budget,3
10084,4465,Objection - Missing Feature,Objection,5
10085,4465,Decision Maker Involved,Buying Signal,8
10086,4465,Budget - Approved,Budget,7
10087,4465,POC Requested,Buying Signal,4
10088,4466,,,3
10089,4466,Competitor - CompetitorD,Competitor,7
10090,4466,Competitor - CompetitorB,Competitor,6
10091,4466,Decision Maker Involved,Buying Signal,3
10092,4466,Pricing - Requested Quote,Pricing,8
10093,4467,Security - SSO Requirement,Security,5
10094,4469,Risk - Delayed Timeline,Risk,4
10095,4470,Security - SOC2 Compliance,Security,4
10096,4470,Risk - Budget Freeze,Risk,6
10097,4470,Objection - Need More Stakeholder Buy-in,Objection,4
10098,4470,Risk - Champion Leaving,Risk,6
10099,4470,Competitor - CompetitorE,Competitor,8
10100,4471,Technical - Data Migration Plan,Technical,4
10101,4471,Risk - Legal Blockers,Risk,7
10102,4471,Budget - Needs Approval,Budget,3
10103,4471,Discount - End of Quarter,Discount,6
10104,4471,Reference Call Requested,Buying Signal,1
10105,4471,Budget - Approved,Budget,3
10106,4471,Technical - Custom Workflow Needs,Technical,8
10107,4472,Technical - SSO / SAML Setup,Technical,8
10108,4472,Budget - Freeze Mentioned,Budget,2
10109,4472,,,7
10110,4473,Competitor - Open Source Alternative,Competitor,4
10111,4473,Reference Call Requested,Buying Signal,1
10112,4476,Competitor - Open Source Alternative,Competitor,1
10113,4476,Risk - Delayed Timeline,Risk,2
10114,4476,Next Steps Discussed,Buying Signal,8
10115,4476,Risk - Budget Freeze,Risk,5
10116,4478,Discount - Multi-Year Ask,Discount,4
10117,4478,Objection - Missing Feature,Objection,7
10118,4478,Competitor - CompetitorD,Competitor,6
10119,4479,Pricing - Enterprise Tier,Pricing,-2
10120,4479,Objection - Switching Cost,Objection,1
10121,4479,Technical - Data Migration Plan,Technical,4
10122,4479,Risk - Stakeholder Pushback,Risk,1
10123,4479,Contract Review Started,Buying Signal,4
10124,4480,Budget - Reallocating Funds,Budget,6
10125,4480,Pricing - Too Expensive Objection,Pricing,6
10126,4480,Objection - Need More Stakeholder Buy-in,Objection,8
10127,4480,Technical - Data Migration Plan,Technical,7
10128,4480,Technical - API Integration,Technical,5
10129,4480,Competitor - Open Source Alternative,Competitor,3
10130,4480,POC Requested,Buying Signal,7
10131,4481,Competitor - CompetitorB,Competitor,1
10132,4481,Security - SOC2 Compliance,Security,3
10133,4483,Decision Timeline Confirmed,Buying Signal,7
10134,4483,Risk - Champion Leaving,Risk,2
10135,4484,Objection - Missing Feature,Objection,8
10136,4484,Discount - Competitive Match,Discount,4
10137,4484,Objection - Team Adoption Concern,Objection,5
10138,4484,Risk - Legal Blockers,Risk,1
10139,4484,Competitor - CompetitorE,Competitor,6
10140,4484,Technical - Performance Requirements,Technical,6
10141,4486,Budget - Needs Approval,Budget,3
10142,4486,Technical - SSO / SAML Setup,Technical,2
10143,4486,Budget - Freeze Mentioned,Budget,2
10144,4487,Objection - Missing Feature,Objection,6
10145,4487,Risk - Budget Freeze,Risk,6
10146,4487,Competitor - CompetitorA,Competitor,7
10147,4487,Competitor - CompetitorD,Competitor,3
10148,4487,,,6
10149,4487,Competitor - CompetitorC,Competitor,8
10150,4489,Pricing - Enterprise Tier,Pricing,2
10151,4489,Pricing - Compared to Competitor,Pricing,2
10152,4489,POC Requested,Buying Signal,7
10153,4489,Risk - Delayed Timeline,Risk,6
10154,4489,Budget - Reallocating Funds,Budget,5
10155,4491,Risk - Budget Freeze,Risk,8
10156,4491,Discount - Multi-Year Ask,Discount,4
10157,4491,Competitor - CompetitorD,Competitor,2
10158,4492,Objection - Too Complex,Objection,6
10159,4492,Technical - Custom Workflow Needs,Technical,6
10160,4492,Technical - API Integration,Technical,6
10161,4492,Pricing - Requested Quote,Pricing,7
10162,4494,Technical - API Integration,Technical,7
10163,4495,Pricing - Requested Quote,Pricing,3
10164,4495,Discount - Multi-Year Ask,Discount,7
10165,4495,Security - SSO Requirement,Security,7
10166,4495,Competitor - CompetitorA,Competitor,5
10167,4498,Competitor - CompetitorB,Competitor,2
10168,4498,Objection - Too Complex,Objection,5
10169,4499,Pricing - Compared to Competitor,Pricing,1
10170,4499,Budget - Needs Approval,Budget,1
10171,4501,Security - Data Residency,Security,5
10172,4502,Objection - Missing Feature,Objection,3
10173,4502,Risk - Stakeholder Pushback,Risk,3
10174,4502,Competitor - CompetitorB,Competitor,6
10175,4503,Budget - Approved,Budget,6
10176,4503,Discount - Competitive Match,Discount,7
10177,4503,Risk - Delayed Timeline,Risk,8
10178,4503,Technical - Custom Workflow Needs,Technical,4
10179,4503,Competitor - CompetitorD,Competitor,3
10180,4504,Security - Penetration Testing,Security,5
10181,4504,Discount - End of Quarter,Discount,1
10182,4504,Security - Data Residency,Security,8
10183,4505,Discount - Competitive Match,Discount,6
10184,4506,Budget - Reallocating Funds,Budget,4
10185,4506,Risk - Budget Freeze,Risk,6
10186,4506,POC Requested,Buying Signal,8
10187,4506,Objection - Team Adoption Concern,Objection,6
10188,4508,Pricing - Requested Quote,Pricing,3
10189,4508,Technical - SSO / SAML Setup,Technical,5
10190,4508,,,3
10191,4508,Discount - Multi-Year Ask,Discount,8
10192,4508,Competitor - CompetitorA,Competitor,8
10193,4510,Competitor - CompetitorC,Competitor,-5
10194,4511,Contract Review Started,Buying Signal,7
10195,4511,Discount - Multi-Year Ask,Discount,8
10196,4511,Objection - Too Complex,Objection,2
10197,4512,Objection - Too Complex,Objection,5
10198,4512,Technical - Data Migration Plan,Technical,4
10199,4512,Pricing - Requested Quote,Pricing,2
10200,4512,,,5
10201,4512,Technical - Custom Workflow Needs,Technical,8
10202,4514,Pricing - Enterprise Tier,Pricing,3
10203,4514,Budget - Reallocating Funds,Budget,8
10204,4514,Decision Maker Involved,Buying Signal,5
10205,4514,Discount - Competitive Match,Discount,1
10206,4518,Pricing - Requested Quote,Pricing,4
10207,4518,Budget - Approved,Budget,3
10208,4518,Competitor - CompetitorB,Competitor,-4
10209,4518,Security - SSO Requirement,Security,6
10210,4518,Pricing - Enterprise Tier,Pricing,3
10211,4518,Competitor - Open Source Alternative,Competitor,2
10212,4520,Decision Maker Involved,Buying Signal,7
10213,4520,Technical - Custom Workflow Needs,Technical,8
10214,4520,Technical - API Integration,Technical,3
10215,4521,Risk - Champion Leaving,Risk,3
10216,4521,Competitor - CompetitorD,Competitor,7
10217,4521,Risk - Competitor Evaluation,Risk,6
10218,4521,Pricing - Enterprise Tier,Pricing,2
10219,4522,Budget - Needs Approval,Budget,8
10220,4522,Budget - Approved,Budget,3
10221,4522,Competitor - CompetitorA,Competitor,8
10222,4522,Risk - Delayed Timeline,Risk,6
10223,4522,Pricing - Compared to Competitor,Pricing,-4
10224,4522,Objection - Too Complex,Objection,6
10225,4522,Decision Timeline Confirmed,Buying Signal,-7
10226,4523,Competitor - CompetitorA,Competitor,7
10227,4523,Next Steps Discussed,Buying Signal,7
10228,4523,Objection - Missing Feature,Objection,4
10229,4524,Competitor - CompetitorC,Competitor,6
10230,4524,Pricing - Too Expensive Objection,Pricing,6
10231,4524,Technical - Custom Workflow Needs,Technical,2
10232,4525,Pricing - Enterprise Tier,Pricing,3
10233,4525,Security - GDPR Compliance,Security,8
10234,4525,Risk - Legal Blockers,Risk,8
10235,4525,POC Requested,Buying Signal,1
10236,4526,Risk - Budget Freeze,Risk,1
10237,4526,Pricing - Too Expensive Objection,Pricing,3
10238,4526,Technical - SSO / SAML Setup,Technical,3
10239,4526,,,2
10240,4527,Objection - Missing Feature,Objection,2
10241,4527,Pricing - Enterprise Tier,Pricing,5
10242,4527,Competitor - CompetitorB,Competitor,8
10243,4527,Objection - Team Adoption Concern,Objection,7
10244,4527,Security - SOC2 Compliance,Security,8
10245,4528,Pricing - Volume Discount,Pricing,6
10246,4528,Contract Review Started,Buying Signal,3
10247,4528,Competitor - CompetitorC,Competitor,7
10248,4528,Competitor - CompetitorA,Competitor,1
10249,4528,,,6
10250,4528,Discount - End of Quarter,Discount,6
10251,4529,Competitor - CompetitorB,Competitor,2
10252,4529,Pricing - Too Expensive Objection,Pricing,1
10253,4529,Budget - Approved,Budget,4
10254,4530,Competitor - CompetitorE,Competitor,8
10255,4532,Competitor - CompetitorD,Competitor,8
10256,4532,Pricing - Requested Quote,Pricing,8
10257,4532,Next Steps Discussed,Buying Signal,6
10258,4532,Objection - Missing Feature,Objection,5
10259,4532,Risk - No Decision Likely,Risk,-1
10260,4532,Competitor - CompetitorB,Competitor,4
10261,4534,Decision Maker Involved,Buying Signal,5
10262,4534,Pricing - Enterprise Tier,Pricing,6
10263,4537,Pricing - Too Expensive Objection,Pricing,3
10264,4537,Technical - Performance Requirements,Technical,8
10265,4537,Competitor - CompetitorD,Competitor,1
10266,4539,Discount - Multi-Year Ask,Discount,2
10267,4539,Objection - Team Adoption Concern,Objection,2
10268,4539,Technical - Performance Requirements,Technical,3
10269,4539,Discount - Competitive Match,Discount,1
10270,4539,Competitor - CompetitorC,Competitor,3
10271,4540,Objection - Switching Cost,Objection,2
10272,4540,Competitor - CompetitorD,Competitor,6
10273,4541,Discount - Competitive Match,Discount,8
10274,4541,Risk - Competitor Evaluation,Risk,3
10275,4541,Pricing - Requested Quote,Pricing,4
10276,4543,Pricing - Requested Quote,Pricing,5
10277,4543,Budget - Freeze Mentioned,Budget,8
10278,4543,Objection - Switching Cost,Objection,8
10279,4543,Technical - Data Migration Plan,Technical,3
10280,4543,Discount - Multi-Year Ask,Discount,5
10281,4543,Budget - Reallocating Funds,Budget,2
10282,4545,Discount - Competitive Match,Discount,7
10283,4545,Budget - Approved,Budget,7
10284,4545,Risk - Stakeholder Pushback,Risk,3
10285,4545,Technical - API Integration,Technical,7
10286,4547,Technical - Performance Requirements,Technical,2
10287,4548,Security - SSO Requirement,Security,7
10288,4548,Technical - Data Migration Plan,Technical,7
10289,4548,Risk - Delayed Timeline,Risk,7
10290,4549,Discount - End of Quarter,Discount,2
10291,4551,POC Requested,Buying Signal,4
10292,4551,Security - SSO Requirement,Security,4
10293,4551,Competitor - CompetitorB,Competitor,2
10294,4554,Security - Data Residency,Security,1
10295,4554,Competitor - CompetitorA,Competitor,3
10296,4554,Discount - Competitive Match,Discount,6
10297,4555,Risk - No Decision Likely,Risk,7
10298,4555,Competitor - CompetitorA,Competitor,8
10299,4556,Budget - Needs Approval,Budget,1
10300,4556,Security - Penetration Testing,Security,7
10301,4556,Budget - Freeze Mentioned,Budget,-1
10302,4556,Technical - API Integration,Technical,1
10303,4558,Objection - Need More Stakeholder Buy-in,Objection,-5
10304,4558,Decision Timeline Confirmed,Buying Signal,8
10305,4561,Discount - End of Quarter,Discount,2
10306,4561,Technical - API Integration,Technical,5
10307,4562,Risk - No Decision Likely,Risk,7
10308,4562,Decision Timeline Confirmed,Buying Signal,1
10309,4562,Risk - Legal Blockers,Risk,3
10310,4562,Discount - Competitive Match,Discount,6
10311,4562,Risk - Stakeholder Pushback,Risk,7
10312,4567,Technical - SSO / SAML Setup,Technical,5
10313,4567,Technical - Performance Requirements,Technical,6
10314,4567,Technical - API Integration,Technical,5
10315,4567,Budget - Approved,Budget,2
10316,4567,Pricing - Too Expensive Objection,Pricing,3
10317,4568,Contract Review Started,Buying Signal,4
10318,4568,Discount - Competitive Match,Discount,5
10319,4570,Risk - Stakeholder Pushback,Risk,7
10320,4570,Discount - End of Quarter,Discount,3
10321,4571,Budget - Needs Approval,Budget,6
10322,4571,Objection - Switching Cost,Objection,-1
10323,4571,Competitor - CompetitorC,Competitor,7
10324,4571,Pricing - Too Expensive Objection,Pricing,2
10325,4574,Risk - Stakeholder Pushback,Risk,6
10326,4574,Next Steps Discussed,Buying Signal,4
10327,4574,Pricing - Compared to Competitor,Pricing,7
10328,4574,Competitor - CompetitorA,Competitor,8
10329,4574,Competitor - CompetitorD,Competitor,2
10330,4577,Competitor - Open Source Alternative,Competitor,6
10331,4577,,,2
10332,4577,Competitor - CompetitorA,Competitor,4
10333,4577,Pricing - Enterprise Tier,Pricing,1
10334,4578,Competitor - CompetitorD,Competitor,6
10335,4581,Risk - Legal Blockers,Risk,3
10336,4581,POC Requested,Buying Signal,4
10337,4582,Competitor - CompetitorC,Competitor,4
10338,4582,Technical - Custom Workflow Needs,Technical,4
10339,4582,POC Requested,Buying Signal,8
10340,4582,Competitor - CompetitorB,Competitor,2
10341,4588,Risk - Legal Blockers,Risk,4
10342,4589,Procurement Process Started,Buying Signal,5
10343,4589,Discount - Competitive Match,Discount,1
10344,4589,Objection - Need More Stakeholder Buy-in,Objection,4
10345,4590,,,3
10346,4590,Budget - Reallocating Funds,Budget,1
10347,4590,Discount - Competitive Match,Discount,6
10348,4590,Pricing - Volume Discount,Pricing,4
10349,4590,Risk - Budget Freeze,Risk,2
10350,4590,Objection - Missing Feature,Objection,7
10351,4595,Contract Review Started,Buying Signal,5
10352,4595,Objection - Missing Feature,Objection,6
10353,4595,Risk - Competitor Evaluation,Risk,5
10354,4595,Pricing - Too Expensive Objection,Pricing,4
10355,4596,Contract Review Started,Buying Signal,4
10356,4596,Next Steps Discussed,Buying Signal,7
10357,4597,Pricing - Compared to Competitor,Pricing,7
10358,4597,Risk - Champion Leaving,Risk,8
10359,4597,Reference Call Requested,Buying Signal,6
10360,4599,Objection - Need More Stakeholder Buy-in,Objection,7
10361,4599,Pricing - Compared to Competitor,Pricing,5
10362,4599,Objection - Too Complex,Objection,7
10363,4603,,,6
10364,4604,Discount - Competitive Match,Discount,5
10365,4604,Risk - Legal Blockers,Risk,2
10366,4604,Technical - Data Migration Plan,Technical,4
10367,4604,Reference Call Requested,Buying Signal,1
10368,4606,Security - SSO Requirement,Security,7
10369,4606,Competitor - CompetitorB,Competitor,5
10370,4606,Security - SOC2 Compliance,Security,6
10371,4606,Pricing - Volume Discount,Pricing,8
10372,4606,Discount - Competitive Match,Discount,2
10373,4607,Risk - Budget Freeze,Risk,8
10374,4607,Pricing - Compared to Competitor,Pricing,8
10375,4607,Technical - Data Migration Plan,Technical,5
10376,4607,Risk - Champion Leaving,Risk,3
10377,4607,Pricing - Volume Discount,Pricing,7
10378,4609,Pricing - Enterprise Tier,Pricing,3
10379,4609,Discount - End of Quarter,Discount,7
10380,4609,Competitor - CompetitorD,Competitor,4
10381,4609,Technical - Data Migration Plan,Technical,3
10382,4609,Pricing - Volume Discount,Pricing,1
10383,4609,Security - SOC2 Compliance,Security,6
10384,4609,Competitor - CompetitorC,Competitor,2
10385,4609,Pricing - Compared to Competitor,Pricing,4
10386,4610,Budget - Freeze Mentioned,Budget,1
10387,4610,Objection - Need More Stakeholder Buy-in,Objection,8
10388,4610,Budget - Reallocating Funds,Budget,5
10389,4610,Security - SOC2 Compliance,Security,1
10390,4610,Objection - Missing Feature,Objection,7
10391,4611,Objection - Need More Stakeholder Buy-in,Objection,2
10392,4611,Technical - Custom Workflow Needs,Technical,3
10393,4611,Pricing - Requested Quote,Pricing,8
10394,4611,Competitor - CompetitorA,Competitor,3
10395,4611,Pricing - Compared to Competitor,Pricing,8
10396,4611,Risk - Legal Blockers,Risk,6
10397,4612,Competitor - Open Source Alternative,Competitor,3
10398,4612,Pricing - Too Expensive Objection,Pricing,8
10399,4612,Competitor - CompetitorB,Competitor,4
10400,4612,,,1
10401,4612,Risk - No Decision Likely,Risk,1
10402,4613,Pricing - Too Expensive Objection,Pricing,4
10403,4613,Objection - Team Adoption Concern,Objection,2
10404,4613,Risk - Stakeholder Pushback,Risk,7
10405,4613,Budget - Approved,Budget,6
10406,4614,Budget - Freeze Mentioned,Budget,2
10407,4614,Objection - Switching Cost,Objection,2
10408,4614,Pricing - Volume Discount,Pricing,7
10409,4615,Pricing - Volume Discount,Pricing,6
10410,4616,Technical - API Integration,Technical,3
10411,4616,Budget - Needs Approval,Budget,3
10412,4616,Budget - Freeze Mentioned,Budget,1
10413,4616,Procurement Process Started,Buying Signal,5
10414,4616,Decision Maker Involved,Buying Signal,6
10415,4616,Objection - Need More Stakeholder Buy-in,Objection,4
10416,4616,Competitor - CompetitorC,Competitor,6
10417,4618,Security - Data Residency,Security,1
10418,4618,Discount - Competitive Match,Discount,8
10419,4618,Security - Penetration Testing,Security,8
10420,4619,Risk - Champion Leaving,Risk,5
10421,4621,Objection - Need More Stakeholder Buy-in,Objection,7
10422,4621,Objection - Too Complex,Objection,4
10423,4621,Technical - Performance Requirements,Technical,4
10424,4621,Pricing - Requested Quote,Pricing,1
10425,4621,Budget - Freeze Mentioned,Budget,5
10426,4621,Risk - No Decision Likely,Risk,5
10427,4621,Security - SSO Requirement,Security,8
10428,4621,Competitor - CompetitorD,Competitor,5
10429,4622,Pricing - Volume Discount,Pricing,7
10430,4622,Budget - Approved,Budget,2
10431,4622,Decision Timeline Confirmed,Buying Signal,8
10432,4622,Security - GDPR Compliance,Security,3
10433,4622,Security - Penetration Testing,Security,8
10434,4624,Technical - Performance Requirements,Technical,5
10435,4624,Competitor - CompetitorA,Competitor,2
10436,4624,Technical - Custom Workflow Needs,Technical,2
10437,4624,Objection - Need More Stakeholder Buy-in,Objection,5
10438,4624,Pricing - Enterprise Tier,Pricing,4
10439,4625,Competitor - CompetitorB,Competitor,2
10440,4625,Risk - Delayed Timeline,Risk,2
10441,4625,Discount - Multi-Year Ask,Discount,8
10442,4625,Competitor - CompetitorD,Competitor,3
10443,4625,Competitor - CompetitorA,Competitor,4
10444,4629,Risk - Competitor Evaluation,Risk,1
10445,4630,Technical - Data Migration Plan,Technical,4
10446,4630,Competitor - CompetitorE,Competitor,5
10447,4630,Risk - No Decision Likely,Risk,7
10448,4630,Competitor - CompetitorB,Competitor,1
10449,4631,Budget - Approved,Budget,6
10450,4631,Competitor - CompetitorC,Competitor,2
10451,4632,Objection - Team Adoption Concern,Objection,1
10452,4632,Reference Call Requested,Buying Signal,7
10453,4632,Discount - End of Quarter,Discount,5
10454,4632,Risk - Legal Blockers,Risk,8
10455,4632,Risk - Stakeholder Pushback,Risk,8
10456,4633,Budget - Reallocating Funds,Budget,6
10457,4633,Objection - Team Adoption Concern,Objection,5
10458,4634,Competitor - CompetitorB,Competitor,7
10459,4634,Competitor - CompetitorE,Competitor,1
10460,4634,Competitor - Open Source Alternative,Competitor,1
10461,4634,Risk - Budget Freeze,Risk,2
10462,4634,Pricing - Too Expensive Objection,Pricing,1
10463,4635,Security - Data Residency,Security,-6
10464,4635,Security - SSO Requirement,Security,8
10465,4636,Discount - Competitive Match,Discount,7
10466,4636,Budget - Freeze Mentioned,Budget,1
10467,4636,Competitor - Open Source Alternative,Competitor,4
10468,4638,Pricing - Requested Quote,Pricing,8
10469,4639,Competitor - CompetitorB,Competitor,4
10470,4639,Next Steps Discussed,Buying Signal,3
10471,4640,Objection - Team Adoption Concern,Objection,4
10472,4640,Budget - Reallocating Funds,Budget,2
10473,4640,Procurement Process Started,Buying Signal,6
10474,4641,Objection - Switching Cost,Objection,8
10475,4641,Pricing - Volume Discount,Pricing,5
10476,4641,Procurement Process Started,Buying Signal,6
10477,4641,Decision Timeline Confirmed,Buying Signal,8
10478,4641,,,3
10479,4642,Budget - Needs Approval,Budget,5
10480,4642,Competitor - CompetitorE,Competitor,7
10481,4642,Risk - Delayed Timeline,Risk,2
10482,4643,Objection - Need More Stakeholder Buy-in,Objection,8
10483,4643,Budget - Approved,Budget,4
10484,4643,Decision Maker Involved,Buying Signal,5
10485,4643,Competitor - Open Source Alternative,Competitor,8
10486,4644,Budget - Approved,Budget,1
10487,4644,Reference Call Requested,Buying Signal,8
10488,4644,Objection - Switching Cost,Objection,5
10489,4646,Discount - Multi-Year Ask,Discount,1
10490,4646,Budget - Freeze Mentioned,Budget,1
10491,4646,Budget - Needs Approval,Budget,7
10492,4646,Objection - Too Complex,Objection,6
10493,4647,Risk - Competitor Evaluation,Risk,4
10494,4649,Technical - SSO / SAML Setup,Technical,1
10495,4649,Risk - Legal Blockers,Risk,8
10496,4649,POC Requested,Buying Signal,4
10497,4649,Pricing - Compared to Competitor,Pricing,7
10498,4650,Risk - No Decision Likely,Risk,3
10499,4650,Contract Review Started,Buying Signal,3
10500,4650,Risk - Delayed Timeline,Risk,-6
10501,4651,Objection - Team Adoption Concern,Objection,2
10502,4652,,,6
10503,4656,Decision Timeline Confirmed,Buying Signal,5
10504,4656,Security - GDPR Compliance,Security,3
10505,4656,Budget - Reallocating Funds,Budget,1
10506,4656,Pricing - Volume Discount,Pricing,3
10507,4656,Budget - Freeze Mentioned,Budget,8
10508,4656,Procurement Process Started,Buying Signal,2
10509,4658,Objection - Too Complex,Objection,6
10510,4659,Competitor - CompetitorD,Competitor,4
10511,4659,Risk - Legal Blockers,Risk,7
10512,4659,Reference Call Requested,Buying Signal,4
10513,4659,Discount - Multi-Year Ask,Discount,7
10514,4659,POC Requested,Buying Signal,8
10515,4660,Technical - Data Migration Plan,Technical,7
10516,4660,Competitor - CompetitorE,Competitor,5
10517,4660,Budget - Approved,Budget,2
10518,4660,Competitor - CompetitorC,Competitor,5
10519,4663,Pricing - Enterprise Tier,Pricing,3
10520,4663,Next Steps Discussed,Buying Signal,5
10521,4663,Pricing - Too Expensive Objection,Pricing,4
10522,4663,Decision Timeline Confirmed,Buying Signal,3
10523,4663,Technical - Data Migration Plan,Technical,2
10524,4663,Budget - Freeze Mentioned,Budget,-5
10525,4666,Risk - No Decision Likely,Risk,3
10526,4666,Pricing - Compared to Competitor,Pricing,6
10527,4666,Risk - Budget Freeze,Risk,3
10528,4669,Competitor - Open Source Alternative,Competitor,7
10529,4669,Technical - Data Migration Plan,Technical,-8
10530,4669,Objection - Need More Stakeholder Buy-in,Objection,5
10531,4669,Discount - End of Quarter,Discount,3
10532,4669,Budget - Approved,Budget,8
10533,4669,,,6
10534,4669,Next Steps Discussed,Buying Signal,6
10535,4670,Technical - Custom Workflow Needs,Technical,6
10536,4670,Risk - Budget Freeze,Risk,1
10537,4670,Competitor - CompetitorC,Competitor,8
10538,4670,Pricing - Volume Discount,Pricing,4
10539,4670,Objection - Team Adoption Concern,Objection,6
10540,4671,Next Steps Discussed,Buying Signal,4
10541,4671,Risk - Competitor Evaluation,Risk,8
10542,4671,Decision Timeline Confirmed,Buying Signal,2
10543,4671,Budget - Approved,Budget,-7
10544,4671,Risk - No Decision Likely,Risk,8
10545,4671,Budget - Reallocating Funds,Budget,8
10546,4672,Technical - Data Migration Plan,Technical,8
10547,4672,Security - Data Residency,Security,6
10548,4672,Budget - Reallocating Funds,Budget,3
10549,4673,Budget - Needs Approval,Budget,8
10550,4673,Security - Data Residency,Security,6
10551,4673,Technical - Performance Requirements,Technical,4
10552,4673,Budget - Freeze Mentioned,Budget,4
10553,4673,Competitor - CompetitorA,Competitor,3
10554,4676,Risk - Budget Freeze,Risk,4
10555,4676,Risk - Stakeholder Pushback,Risk,1
10556,4676,POC Requested,Buying Signal,8
10557,4676,Competitor - CompetitorB,Competitor,4
10558,4676,Budget - Reallocating Funds,Budget,5
10559,4676,Budget - Freeze Mentioned,Budget,6
10560,4677,Pricing - Compared to Competitor,Pricing,5
10561,4677,Reference Call Requested,Buying Signal,3
10562,4677,Pricing - Volume Discount,Pricing,7
10563,4681,Objection - Missing Feature,Objection,5
10564,4681,Pricing - Compared to Competitor,Pricing,6
10565,4681,Technical - Performance Requirements,Technical,5
10566,4681,Competitor - CompetitorD,Competitor,1
10567,4681,Competitor - CompetitorE,Competitor,6
10568,4682,Discount - Multi-Year Ask,Discount,4
10569,4682,Technical - Data Migration Plan,Technical,4
10570,4682,Budget - Approved,Budget,-6
10571,4683,Risk - Legal Blockers,Risk,6
10572,4683,Risk - Delayed Timeline,Risk,2
10573,4683,Pricing - Compared to Competitor,Pricing,1
10574,4683,Objection - Switching Cost,Objection,1
10575,4683,Competitor - Open Source Alternative,Competitor,7
10576,4683,Discount - End of Quarter,Discount,3
10577,4684,Objection - Too Complex,Objection,4
10578,4684,Competitor - CompetitorC,Competitor,2
10579,4685,Pricing - Volume Discount,Pricing,1
10580,4685,,,6
10581,4685,Technical - Performance Requirements,Technical,1
10582,4685,Technical - API Integration,Technical,1
10583,4685,Risk - Delayed Timeline,Risk,3
10584,4686,,,3
10585,4686,Objection - Too Complex,Objection,1
10586,4690,Discount - End of Quarter,Discount,2
10587,4690,Risk - Delayed Timeline,Risk,8
10588,4690,Pricing - Enterprise Tier,Pricing,4
10589,4693,Risk - Stakeholder Pushback,Risk,1
10590,4694,Competitor - CompetitorD,Competitor,3
10591,4694,Budget - Freeze Mentioned,Budget,3
10592,4694,Competitor - CompetitorA,Competitor,7
10593,4694,Objection - Switching Cost,Objection,6
10594,4694,Pricing - Compared to Competitor,Pricing,2
10595,4695,Technical - Custom Workflow Needs,Technical,8
10596,4695,Pricing - Enterprise Tier,Pricing,8
10597,4697,,,7
10598,4697,Pricing - Enterprise Tier,Pricing,6
10599,4697,Decision Timeline Confirmed,Buying Signal,4
10600,4699,Decision Maker Involved,Buying Signal,3
10601,4699,Objection - Need More Stakeholder Buy-in,Objection,7
10602,4699,Discount - Multi-Year Ask,Discount,3
10603,4700,Discount - End of Quarter,Discount,3
10604,4700,POC Requested,Buying Signal,4
10605,4700,Security - SOC2 Compliance,Security,5
10606,4701,Contract Review Started,Buying Signal,8
10607,4701,Objection - Too Complex,Objection,4
10608,4701,Budget - Freeze Mentioned,Budget,7
10609,4701,Risk - Competitor Evaluation,Risk,4
10610,4702,Security - SOC2 Compliance,Security,4
10611,4702,Pricing - Too Expensive Objection,Pricing,3
10612,4702,Reference Call Requested,Buying Signal,2
10613,4702,Technical - Custom Workflow Needs,Technical,2
10614,4702,Objection - Missing Feature,Objection,8
10615,4704,Budget - Freeze Mentioned,Budget,5
10616,4704,Risk - No Decision Likely,Risk,-7
10617,4704,Security - SSO Requirement,Security,5
10618,4704,Technical - Data Migration Plan,Technical,1
10619,4707,Pricing - Volume Discount,Pricing,4
10620,4707,Objection - Missing Feature,Objection,6
