call_id,opp_id,owner_id,call_date,duration_minutes,direction,call_type,disposition,num_participants,talk_ratio_rep,longest_monologue_sec,question_count,next_steps_mentioned
3749,3591,7,2024-11-05T12:00:00,27,Outbound,Negotiation,Completed,3,0.4,152,8,False
3750,2591,10,2023-12-26T13:30:00,54,Outbound,Follow-Up,Completed,2,0.68,194,7,True
3751,2597,11,2023-02-01T11:00:00,48,Outbound,Check-In,Completed,5,1.41,100,8,False
3752,129,11,2024-06-15T11:45:00,47,Outbound,Technical Deep Dive,Rescheduled,1,,,0,False
3753,646,1,2024-12-10T15:15:00,38,Outbound,Follow-Up,Rescheduled,1,,,0,False
3754,3054,7,2024-04-24T11:45:00,39,Outbound,Negotiation,Completed,7,0.35,147,11,True
3755,1255,8,2024-06-09T14:00:00,30,Outbound,Negotiation,Completed,3,0.62,195,19,True
3756,1336,16,2024-11-07T14:00:00,53,Outbound,QBR,Completed,5,0.4,121,13,True
3757,3275,5,2024-06-15T12:45:00,15,Outbound,Check-In,Completed,3,0.49,230,17,True
3758,1858,5,2024-12-20T14:45:00,0,Inbound,Technical Deep Dive,No Show,1,,,0,False
3759,2573,10,2024-02-04T12:30:00,0,Outbound,Demo,No Show,1,,,0,False
3760,4789,1,2022-07-13T16:15:00,17,Inbound,Technical Deep Dive,Completed,5,0.43,153,18,False
3761,3476,9,2024-02-20T14:00:00,28,Outbound,Negotiation,Completed,8,0.47,237,9,True
3762,3694,4,2024-11-22T16:15:00,0,Outbound,Technical Deep Dive,No Show,1,,,0,False
3763,1002,2,2024-03-14T14:45:00,34,Inbound,Demo,Completed,8,0.26,55,30,True
3764,3719,3,2022-04-25T09:30:00,39,Outbound,Negotiation,Completed,5,0.42,192,16,False
3765,2009,10,2024-12-26T11:15:00,26,Outbound,Demo,Completed,7,0.5,41,14,False
3766,1948,2,2024-03-15T12:45:00,45,Inbound,Check-In,Completed,3,0.3,228,21,True
3767,4637,11,2024-07-25T12:15:00,53,Outbound,Discovery,Completed,5,0.74,149,13,True
3768,277,11,2024-08-23T08:00:00,37,Outbound,Demo,Completed,7,0.68,58,5,True
3769,4527,9,2024-11-12T12:15:00,34,Outbound,Check-In,Completed,8,0.61,157,11,False
3770,3792,9,2024-12-10T15:00:00,2,Inbound,Follow-Up,Voicemail,1,,,0,False
3771,4250,11,2024-07-30T12:45:00,32,Outbound,Discovery,Completed,5,0.41,114,18,True
3772,4599,16,2024-12-27T12:15:00,3,Inbound,Demo,Voicemail,1,,,0,False
3773,4726,1,2024-08-09T14:45:00,50,Inbound,QBR,Completed,5,0.31,62,9,False
3774,2993,9,2024-06-07T12:15:00,56,Inbound,Technical Deep Dive,Completed,3,0.69,147,3,False
3775,9,12,2022-11-22T13:30:00,16,Outbound,Discovery,Rescheduled,1,,,0,False
3776,477,10,2024-02-01T13:30:00,45,Outbound,Technical Deep Dive,Completed,4,0.86,54,11,False
3777,1629,11,2030-06-15T10:00:00,42,Outbound,Follow-Up,Completed,2,0.71,81,11,True
3778,815,15,2024-05-18T15:00:00,39,Outbound,Check-In,Completed,3,0.83,247,4,False
3779,279,7,2024-06-10T12:30:00,31,Outbound,Check-In,Completed,4,0.48,52,13,False
3780,3179,3,2023-04-07T10:45:00,16,Outbound,Technical Deep Dive,Completed,3,0.63,194,10,False
3781,1789,2,2022-03-01T12:45:00,30,Outbound,Negotiation,Completed,2,0.57,205,12,False
3782,3823,3,2024-09-25T17:00:00,0,Outbound,QBR,No Show,1,,,0,False
3783,3858,11,2024-03-05T14:30:00,40,Outbound,Follow-Up,Completed,3,0.69,255,10,True
3784,4127,16,2030-06-15T10:00:00,48,Outbound,Follow-Up,Completed,5,0.62,215,12,False
3785,3218,15,2024-09-03T11:45:00,28,Outbound,Check-In,Rescheduled,1,,,0,False
3786,1923,16,2024-12-13T10:30:00,31,Outbound,Discovery,Completed,2,0.74,138,12,True
3787,2322,10,2023-07-31T09:30:00,31,Outbound,Technical Deep Dive,Completed,8,0.59,189,14,True
3788,4090,2,2023-10-31T15:45:00,2,Inbound,QBR,Voicemail,1,,,0,False
3789,4929,1,2024-12-31T13:45:00,,Outbound,Check-In,Completed,8,0.49,99,22,True
3790,286,1,2024-03-26T12:45:00,52,Outbound,Check-In,Completed,4,0.62,178,18,True
3791,133,13,2024-01-24T12:15:00,56,Inbound,Discovery,Completed,3,0.59,104,9,False
3792,3336,11,2023-04-12T11:00:00,37,Outbound,Discovery,Completed,8,0.4,55,5,False
3793,1474,8,2023-03-08T12:00:00,22,Outbound,Technical Deep Dive,Completed,7,0.65,176,17,True
3794,4352,2,2024-09-07T12:30:00,28,Outbound,Discovery,Completed,7,0.42,113,26,True
3795,2279,8,2021-03-06T13:00:00,45,Outbound,Technical Deep Dive,Completed,6,0.54,250,2,False
3796,3675,15,2024-12-09T14:30:00,45,Inbound,Discovery,Completed,8,0.47,220,7,False
3797,1783,4,2024-08-21T09:15:00,0,Outbound,Follow-Up,No Show,1,,,0,False
3798,726,7,2024-06-12T11:15:00,0,Inbound,Demo,No Show,1,,,0,False
3799,1727,7,2023-07-26T13:45:00,0,Inbound,QBR,No Show,1,,,0,False
3800,4660,12,2024-08-26T15:30:00,35,Outbound,Negotiation,Completed,6,0.45,198,11,False
3801,4226,10,2024-06-01T13:15:00,22,Inbound,Follow-Up,Completed,8,0.39,160,15,True
3802,171,3,2021-11-17T10:45:00,32,Outbound,Demo,Completed,6,0.62,123,3,False
3803,3116,13,2024-08-30T14:45:00,1,Outbound,Check-In,Voicemail,1,,,0,False
3804,2296,11,2024-12-04T11:15:00,49,Outbound,Demo,Rescheduled,1,,,0,False
3805,3096,16,2024-12-22T16:30:00,29,Outbound,Negotiation,Completed,6,0.59,47,8,True
3806,4042,7,2022-10-23T16:00:00,37,Outbound,Follow-Up,Completed,4,0.57,119,11,True
3807,278,8,2024-12-11T15:15:00,19,Outbound,Check-In,Completed,4,0.62,259,12,False
3808,4461,9,2024-12-01T12:00:00,19,Outbound,Check-In,Completed,2,0.41,109,8,False
3809,2713,10,2024-05-02T17:15:00,0,Outbound,Technical Deep Dive,No Show,1,,,0,False
3810,2618,11,2023-06-30T10:00:00,,Inbound,Demo,Completed,2,0.47,89,7,False
3811,1406,16,2024-12-16T14:45:00,58,Outbound,Demo,Completed,7,1.31,174,10,False
3812,3420,3,2023-10-31T14:00:00,37,Inbound,Follow-Up,Completed,2,0.66,199,9,False
3813,198,6,2024-10-24T14:45:00,39,Outbound,Check-In,Completed,5,0.42,120,9,False
3814,3245,3,2024-09-29T15:15:00,43,Outbound,Technical Deep Dive,Rescheduled,1,,,0,False
3815,83,8,2023-03-01T12:30:00,1,Inbound,Discovery,Voicemail,1,,,0,False
3816,3993,7,2022-09-06T12:45:00,-34,Inbound,Check-In,Completed,2,0.44,194,8,False
3817,2768,12,2023-10-24T11:45:00,29,Outbound,Follow-Up,Rescheduled,1,,,0,False
3818,614,4,2024-12-05T15:15:00,33,Outbound,Demo,Completed,3,0.76,185,7,False
3819,3688,1,2024-12-14T15:45:00,-1,Outbound,Technical Deep Dive,Voicemail,1,,,0,False
3820,4303,5,2024-12-28T15:45:00,44,Outbound,Follow-Up,Completed,8,0.66,233,13,False
3821,574,9,2023-01-28T10:15:00,,Inbound,Follow-Up,Completed,2,0.65,171,15,False
3822,4455,12,2024-08-25T13:30:00,32,Outbound,QBR,Completed,8,0.52,106,8,False
3823,2731,4,2023-10-26T14:15:00,18,Outbound,Discovery,Rescheduled,1,,,0,False
3824,1445,10,2022-07-16T13:00:00,-18,Outbound,Check-In,Completed,8,0.54,139,13,True
3825,3054,7,2024-07-25T08:15:00,35,Outbound,QBR,Completed,2,0.54,38,11,True
3826,3534,11,2024-12-02T10:00:00,15,Outbound,Check-In,Completed,3,0.55,41,9,False
3827,2887,1,2024-07-20T16:15:00,2,Inbound,Discovery,Voicemail,1,,,0,False
3828,974,7,2023-07-08T16:15:00,50,Inbound,Check-In,Completed,4,0.79,148,6,False
3829,1066,5,2023-10-10T14:30:00,34,Outbound,Technical Deep Dive,Completed,4,0.58,204,19,True
3830,1761,11,2024-08-14T17:00:00,19,Inbound,Follow-Up,Completed,7,0.41,157,8,True
3831,1519,10,2024-12-18T12:15:00,54,Outbound,Negotiation,Completed,2,0.38,161,15,True
3832,1072,14,2022-09-25T13:15:00,20,Inbound,Discovery,Completed,7,0.84,164,5,False
3833,3191,10,2024-05-21T13:15:00,,Outbound,Follow-Up,Completed,4,0.64,234,6,False
3834,2388,7,2024-12-05T09:30:00,0,Outbound,Technical Deep Dive,No Show,1,,,0,False
3835,4593,5,2024-12-19T12:45:00,20,Inbound,Demo,Rescheduled,1,,,0,False
3836,1476,1,2024-05-10T16:15:00,30,Outbound,Negotiation,Completed,4,0.64,104,22,True
3837,4507,2,2022-01-24T10:15:00,26,Inbound,Discovery,Completed,7,0.57,143,13,True
3838,4344,4,2024-04-16T11:00:00,23,Outbound,Discovery,Completed,2,0.53,227,13,False
3839,1257,16,2024-12-07T11:00:00,59,Outbound,Check-In,Rescheduled,1,,,0,False
3840,4767,9,2023-09-22T11:00:00,56,Outbound,Discovery,Completed,7,0.59,193,9,True
3841,1337,1,2021-09-16T12:45:00,49,Outbound,Technical Deep Dive,Completed,5,0.48,89,8,True
3842,2796,9,2023-05-17T12:30:00,35,Outbound,Technical Deep Dive,Completed,2,0.65,38,10,False
3843,1000,2,2023-02-12T09:00:00,48,Inbound,Follow-Up,Completed,4,1.07,176,6,False
3844,2407,5,2024-03-17T09:45:00,0,Inbound,Discovery,No Show,1,,,0,False
3845,322,3,2024-12-20T12:45:00,22,Outbound,Discovery,Completed,4,0.47,144,16,True
3846,3854,13,2024-04-10T16:15:00,22,Inbound,Discovery,Completed,3,0.43,206,13,False
3847,2724,15,2024-12-26T11:00:00,37,Outbound,Demo,Completed,4,0.56,110,4,False
3848,2543,16,2024-08-11T13:15:00,37,Outbound,Technical Deep Dive,Completed,2,0.43,234,12,True
3849,4060,4,2023-11-11T12:30:00,2,Outbound,Follow-Up,Voicemail,1,,,0,False
3850,1917,1,2023-11-04T09:45:00,50,Inbound,Demo,Completed,8,0.45,232,12,False
3851,1019,2,2024-12-04T15:45:00,16,Outbound,Technical Deep Dive,Completed,4,0.4,235,9,False
3852,2622,15,2024-12-08T15:30:00,26,Inbound,Follow-Up,Rescheduled,1,,,0,False
3853,2674,5,2022-08-25T12:15:00,43,Outbound,Follow-Up,Completed,6,0.44,99,19,False
3854,2179,14,2024-12-14T11:30:00,36,Outbound,Demo,Completed,5,0.59,172,8,False
3855,4737,9,2024-04-25T17:15:00,31,Outbound,Discovery,Completed,7,0.51,141,9,False
3856,2325,6,2023-09-28T12:45:00,28,Outbound,Demo,Completed,2,0.48,78,11,True
3857,3535,14,2024-10-25T14:30:00,33,Outbound,Technical Deep Dive,Rescheduled,1,,,0,False
3858,4845,3,2021-09-15T11:15:00,15,Inbound,Discovery,Rescheduled,1,,,0,False
3859,2357,13,2024-10-06T14:15:00,0,Outbound,QBR,No Show,1,,,0,False
3860,4647,3,2024-05-15T16:00:00,3,Outbound,Demo,Voicemail,1,,,0,False
3861,1830,2,2022-08-31T15:00:00,54,Outbound,QBR,Completed,3,0.78,272,6,True
3862,2720,8,2022-02-02T11:45:00,32,Inbound,Demo,Completed,4,1.2,93,13,False
3863,2739,7,2024-08-18T10:45:00,2,Inbound,QBR,Voicemail,1,,,0,False
3864,365,15,2024-11-18T14:45:00,17,Outbound,Negotiation,Completed,4,0.41,187,8,False
3865,525,9,2024-10-07T12:45:00,34,Outbound,Technical Deep Dive,Completed,4,0.44,138,5,False
3866,2004,13,2022-08-15T09:00:00,39,Inbound,Check-In,Completed,8,1.38,126,3,False
3867,3643,10,2024-12-12T17:00:00,27,Outbound,Demo,Rescheduled,1,,,0,False
3868,1928,16,2024-11-09T10:30:00,32,Outbound,Follow-Up,Completed,5,0.38,156,7,False
3869,2413,16,2024-09-22T15:45:00,27,Outbound,Technical Deep Dive,Completed,7,0.69,171,12,True
3870,3689,4,2024-02-15T11:45:00,0,Outbound,Negotiation,No Show,1,,,0,False
3871,4007,16,2024-12-20T14:00:00,48,Inbound,Discovery,Completed,8,0.68,149,9,False
3872,2516,7,2023-10-22T15:45:00,,Inbound,Negotiation,Completed,5,0.47,129,19,True
3873,2141,16,2024-12-21T12:30:00,45,Outbound,Technical Deep Dive,Rescheduled,1,,,0,False
3874,1809,6,2021-05-25T17:30:00,16,Inbound,Negotiation,Rescheduled,1,,,0,False
3875,2408,15,2024-12-04T10:45:00,42,Outbound,Negotiation,Completed,8,0.51,106,9,True
3876,4629,13,2024-09-11T12:00:00,49,Inbound,Follow-Up,Completed,8,0.64,102,14,False
3877,113,6,2024-04-10T14:15:00,0,Inbound,Follow-Up,No Show,1,,,0,False
3878,778,10,2024-12-23T09:00:00,23,Inbound,Discovery,Completed,6,0.61,62,9,False
3879,4269,1,2023-01-19T12:30:00,0,Inbound,QBR,No Show,1,,,0,False
3880,1510,14,2024-09-12T13:45:00,44,Inbound,QBR,Completed,7,0.76,141,11,False
3881,3918,6,2021-11-15T11:30:00,17,Outbound,Follow-Up,Completed,2,0.41,153,19,False
3882,3575,16,2024-12-01T13:15:00,54,Outbound,Demo,Rescheduled,1,,,0,False
3883,4368,3,2023-03-30T13:45:00,20,Outbound,QBR,Completed,5,0.62,231,24,True
3884,1037,13,2020-06-18T10:00:00,44,Inbound,Discovery,Completed,2,0.54,104,13,True
3885,4823,14,2024-07-17T13:15:00,44,Outbound,QBR,Completed,3,0.64,78,4,False
3886,2228,7,2024-11-05T14:15:00,37,Outbound,QBR,Rescheduled,1,,,0,False
3887,1087,3,2021-10-17T15:15:00,3,Outbound,Technical Deep Dive,Voicemail,1,,,0,False
3888,949,14,2024-04-16T16:15:00,37,Outbound,Negotiation,Completed,6,0.48,121,11,True
3889,4877,15,2024-12-20T13:30:00,35,Inbound,Follow-Up,Completed,7,0.46,124,12,False
3890,3372,5,2024-12-03T16:30:00,41,Outbound,Demo,Completed,7,0.56,54,14,False
3891,2821,5,2024-09-03T11:15:00,34,Outbound,Follow-Up,Completed,3,0.6,74,18,False
3892,1948,2,2024-02-13T13:30:00,0,Outbound,Negotiation,No Show,1,,,0,False
3893,1205,5,2024-05-22T16:00:00,41,Outbound,Negotiation,Completed,5,0.42,53,19,False
3894,1164,8,2023-01-02T13:30:00,25,Outbound,Negotiation,Completed,5,0.69,134,7,True
3895,4263,12,2024-12-26T09:15:00,17,Inbound,Negotiation,Completed,6,0.43,96,6,False
3896,4222,8,2024-05-10T15:30:00,0,Outbound,Check-In,No Show,1,,,0,False
3897,3779,9,2024-06-07T10:30:00,22,Outbound,QBR,Completed,4,0.82,157,10,False
3898,2836,7,2024-06-07T15:30:00,40,Outbound,Technical Deep Dive,Completed,8,0.56,107,7,True
3899,1554,5,2022-10-25T10:00:00,29,Outbound,Technical Deep Dive,Completed,4,0.58,266,8,False
3900,2640,7,2023-06-20T10:15:00,54,Inbound,Technical Deep Dive,Completed,8,0.57,187,15,False
3901,1339,2,2024-08-24T13:45:00,44,Outbound,Check-In,Completed,6,1.18,186,21,False
3902,4981,7,2022-10-03T12:30:00,60,Outbound,Discovery,Rescheduled,1,,,0,False
3903,2378,13,2024-12-05T12:45:00,22,Outbound,Check-In,Completed,7,0.75,57,8,False
3904,4761,11,2024-12-10T09:15:00,35,Outbound,Follow-Up,Completed,2,0.63,124,11,True
3905,3106,14,2024-12-17T10:45:00,18,Inbound,Negotiation,Rescheduled,1,,,0,False
3906,4539,15,2024-09-01T11:30:00,24,Outbound,Check-In,Completed,8,0.49,77,14,True
3907,4626,1,2024-02-27T11:15:00,,Outbound,QBR,Completed,2,0.74,153,9,True
3908,4298,8,2024-07-25T11:00:00,-27,Inbound,Technical Deep Dive,Rescheduled,1,,,0,False
3909,1851,11,2023-05-15T10:15:00,35,Outbound,Check-In,Completed,7,0.71,37,7,False
3910,4115,9,2024-10-17T09:00:00,53,Outbound,Technical Deep Dive,Completed,4,0.55,135,16,False
3911,2134,2,2024-02-02T15:30:00,37,Inbound,Discovery,Rescheduled,1,,,0,False
3912,3076,8,2023-05-06T12:30:00,39,Outbound,Negotiation,Completed,8,0.67,157,5,False
3913,1794,9,2021-05-23T13:00:00,56,Outbound,Discovery,Completed,8,0.71,105,13,False
3914,2796,9,2023-03-19T13:30:00,21,Inbound,Technical Deep Dive,Completed,8,0.68,134,12,False
3915,3505,15,2024-12-19T11:30:00,23,Outbound,Follow-Up,Completed,8,0.41,208,13,True
3916,3108,13,2024-02-07T12:00:00,0,Outbound,Demo,No Show,1,,,0,False
3917,4488,16,2021-07-06T14:45:00,3,Inbound,Demo,Voicemail,1,,,0,False
3918,3663,15,2024-09-22T16:15:00,41,Outbound,Follow-Up,Completed,6,0.48,101,10,False
3919,3382,8,2024-04-23T15:45:00,60,Inbound,Follow-Up,Completed,7,0.55,128,12,False
3920,3846,5,2024-09-21T11:30:00,54,Inbound,Demo,Rescheduled,1,,,0,False
3921,1140,6,2023-11-10T15:30:00,59,Inbound,Follow-Up,Rescheduled,1,,,0,False
3922,1030,3,2024-09-30T12:30:00,1,Outbound,Negotiation,Voicemail,1,,,0,False
3923,3242,13,2022-12-13T11:45:00,23,Outbound,Demo,Rescheduled,1,,,0,False
3924,140,14,2024-12-08T15:00:00,,Outbound,Negotiation,Completed,5,0.45,124,4,False
3925,4366,15,2024-10-07T11:00:00,44,Outbound,Demo,Completed,6,0.67,203,15,True
3926,3023,13,2024-05-29T09:15:00,32,Outbound,Follow-Up,Completed,6,0.73,58,11,False
3927,1171,3,2024-12-18T13:00:00,43,Inbound,QBR,Completed,2,0.41,235,4,False
3928,1636,14,2024-11-23T10:45:00,0,Inbound,Demo,No Show,1,,,0,False
3929,303,15,2024-12-21T14:30:00,,Outbound,Check-In,Completed,3,0.73,173,7,True
3930,4472,8,2023-02-02T10:30:00,42,Outbound,QBR,Completed,8,0.49,61,18,False
3931,2171,11,2023-11-29T11:45:00,29,Outbound,Technical Deep Dive,Rescheduled,1,,,0,False
3932,802,16,2024-06-10T11:15:00,57,Inbound,Discovery,Completed,5,0.41,172,9,False
3933,4236,2,2024-08-15T08:15:00,,Outbound,Check-In,Rescheduled,1,,,0,False
3934,1679,14,2024-12-25T12:00:00,-3,Outbound,Check-In,Voicemail,1,,,0,False
3935,1850,4,2024-12-05T13:15:00,28,Outbound,Check-In,Completed,7,0.57,110,6,True
3936,3278,5,2024-10-05T15:00:00,22,Outbound,Follow-Up,Completed,2,0.67,237,19,False
3937,2606,15,2024-09-14T11:15:00,54,Inbound,Follow-Up,Completed,3,0.51,209,8,True
3938,632,2,2021-04-04T14:45:00,16,Outbound,Negotiation,Completed,2,0.61,98,10,False
3939,2843,9,2024-02-23T12:15:00,33,Outbound,Discovery,Completed,2,0.72,108,16,False
3940,3740,7,2024-01-15T10:30:00,58,Outbound,Follow-Up,Completed,5,0.51,234,5,True
3941,4519,12,2030-06-15T10:00:00,53,Outbound,Discovery,Completed,2,0.53,158,9,True
3942,2558,10,2022-12-07T13:45:00,46,Outbound,Negotiation,Completed,2,0.72,172,16,True
3943,1862,9,2021-12-21T14:00:00,51,Outbound,Demo,Completed,3,0.66,197,13,True
3944,4536,3,2024-08-24T15:45:00,23,Outbound,Demo,Completed,6,0.46,225,16,True
3945,988,6,2022-04-29T14:30:00,0,Inbound,QBR,No Show,1,,,0,False
3946,463,10,2023-03-21T08:00:00,22,Outbound,Negotiation,Completed,3,0.69,167,15,True
3947,4881,2,2024-01-08T13:00:00,51,Outbound,Follow-Up,Completed,7,0.53,46,20,True
3948,4318,2,2024-05-27T13:15:00,23,Inbound,Demo,Rescheduled,1,,,0,False
3949,3819,13,2024-01-02T14:30:00,53,Inbound,Check-In,Completed,2,0.87,178,9,False
3950,2730,8,2024-10-28T11:15:00,16,Outbound,Demo,Completed,7,0.44,123,10,False
3951,3752,12,2024-12-07T16:00:00,59,Inbound,Negotiation,Completed,5,0.77,90,5,False
3952,3737,4,2024-11-25T14:00:00,26,Inbound,Discovery,Completed,2,0.65,190,10,True
3953,1757,12,2024-08-24T12:30:00,30,Inbound,Discovery,Completed,2,0.51,141,9,False
3954,1593,3,2024-05-19T14:00:00,41,Outbound,QBR,Completed,8,0.53,210,4,True
3955,934,7,2022-10-07T09:30:00,31,Outbound,Follow-Up,Completed,5,0.52,200,10,False
3956,4447,11,2023-10-04T14:30:00,54,Inbound,Negotiation,Completed,3,0.43,113,16,False
3957,3287,13,2022-05-13T12:30:00,55,Outbound,Discovery,Completed,5,0.5,204,2,True
3958,3405,11,2024-06-13T15:30:00,22,Outbound,Follow-Up,Completed,4,0.46,70,11,False
3959,329,2,2023-03-30T11:30:00,28,Outbound,Demo,Completed,7,0.59,68,14,True
3960,3612,6,2024-10-14T10:15:00,50,Outbound,Technical Deep Dive,Completed,8,0.54,66,12,True
3961,3136,6,2022-03-12T11:45:00,2,Inbound,Discovery,Voicemail,1,,,0,False
3962,64,9,2030-06-15T10:00:00,0,Outbound,Discovery,No Show,1,,,0,False
3963,465,11,2024-08-28T11:15:00,56,Outbound,Technical Deep Dive,Completed,7,0.53,182,5,False
3964,1476,1,2024-07-28T13:15:00,43,Outbound,QBR,Completed,5,0.44,89,24,True
3965,280,15,2024-12-30T15:45:00,43,Outbound,Follow-Up,Rescheduled,1,,,0,False
3966,437,13,2024-11-23T10:30:00,17,Outbound,QBR,Completed,5,0.67,112,7,False
3967,2695,11,2024-12-27T14:15:00,39,Outbound,Check-In,Completed,5,1.4,217,5,True
3968,318,11,2023-07-25T09:45:00,,Outbound,Technical Deep Dive,Completed,8,0.48,185,6,True
3969,2077,4,2021-09-08T14:00:00,57,Inbound,Negotiation,Rescheduled,1,,,0,False
3970,1467,11,2024-12-10T12:00:00,29,Inbound,Negotiation,Completed,5,1.15,127,17,True
3971,229,9,2024-04-17T14:30:00,22,Inbound,Technical Deep Dive,Rescheduled,1,,,0,False
3972,963,8,2023-05-26T10:30:00,49,Outbound,Technical Deep Dive,Completed,7,0.69,111,5,False
3973,3664,4,2024-04-27T13:45:00,37,Outbound,Technical Deep Dive,Completed,8,0.64,197,4,False
3974,672,15,2024-11-25T13:15:00,44,Outbound,Technical Deep Dive,Completed,5,0.64,131,4,False
3975,3452,11,2024-07-12T16:00:00,32,Outbound,Discovery,Completed,5,0.55,73,8,True
3976,1560,2,2021-08-03T17:30:00,57,Outbound,Demo,Completed,3,0.59,241,9,True
3977,2958,3,2024-05-15T17:45:00,57,Inbound,Follow-Up,Completed,5,0.49,115,15,True
3978,4457,3,2023-03-30T11:15:00,1,Outbound,Technical Deep Dive,Voicemail,1,,,0,False
3979,1253,15,2024-12-31T15:45:00,41,Outbound,Technical Deep Dive,Completed,6,0.61,89,4,False
3980,3336,11,2023-06-18T13:00:00,15,Inbound,QBR,Completed,6,0.52,171,13,True
3981,698,8,2023-07-11T12:45:00,46,Inbound,QBR,Completed,6,0.52,96,9,True
3982,3854,13,2024-05-08T16:45:00,26,Inbound,Demo,Rescheduled,1,,,0,False
3983,41,2,2022-07-23T15:45:00,31,Outbound,Technical Deep Dive,Completed,8,0.35,168,9,True
3984,1522,12,2023-10-22T14:45:00,43,Outbound,Check-In,Completed,3,0.58,229,17,False
3985,312,15,2024-12-08T11:15:00,15,Outbound,Follow-Up,Completed,4,0.68,93,10,True
3986,44,12,2024-02-09T15:15:00,46,Outbound,Technical Deep Dive,Completed,7,0.5,45,3,False
3987,3698,2,2021-09-05T16:45:00,41,Inbound,Negotiation,Completed,6,1.06,117,14,True
3988,3590,14,2022-08-29T15:00:00,19,Outbound,Demo,Completed,6,0.61,64,11,False
3989,3319,6,2024-07-29T11:15:00,30,Inbound,Negotiation,Completed,2,0.68,59,16,True
3990,3432,9,2023-09-27T12:30:00,44,Inbound,Follow-Up,Rescheduled,1,,,0,False
3991,2459,15,2023-08-09T12:15:00,19,Outbound,Follow-Up,Completed,7,0.54,35,10,False
3992,2686,16,2024-10-10T15:45:00,32,Outbound,Check-In,Completed,7,0.44,152,10,True
3993,683,6,2024-12-14T15:30:00,49,Outbound,QBR,Completed,7,0.61,222,13,True
3994,1153,4,2022-12-04T16:30:00,0,Outbound,Follow-Up,No Show,1,,,0,False
3995,2086,14,2024-12-05T10:30:00,46,Inbound,Negotiation,Rescheduled,1,,,0,False
3996,4693,12,2022-11-01T14:45:00,,Inbound,Negotiation,Completed,6,0.62,226,17,False
3997,3184,3,2024-10-11T09:00:00,1,Outbound,Follow-Up,Voicemail,1,,,0,False
3998,4037,3,2024-03-05T14:15:00,29,Outbound,Follow-Up,Completed,5,0.36,32,14,True
3999,2531,8,2023-09-18T13:30:00,31,Outbound,Negotiation,Completed,4,0.44,213,6,True
4000,3,1,2024-04-12T13:00:00,17,Outbound,Check-In,Completed,5,0.59,117,14,True
4001,656,14,2023-04-02T10:15:00,24,Outbound,Discovery,Rescheduled,1,,,0,False
4002,163,13,2022-09-10T12:45:00,0,Outbound,Follow-Up,No Show,1,,,0,False
4003,2888,13,2024-12-11T10:30:00,42,Inbound,Technical Deep Dive,Completed,8,0.43,126,2,True
4004,3362,11,2024-01-19T15:30:00,,Outbound,Technical Deep Dive,Completed,8,0.45,116,12,False
4005,4042,7,2022-09-21T14:00:00,22,Outbound,Follow-Up,Completed,4,0.48,188,4,False
4006,3894,5,2023-08-31T15:30:00,27,Outbound,Follow-Up,Completed,8,0.71,229,15,False
4007,4620,9,2022-04-05T14:45:00,42,Outbound,Follow-Up,Completed,8,0.4,60,18,True
4008,4564,15,2024-02-01T16:00:00,55,Outbound,Follow-Up,Completed,4,0.43,152,4,True
4009,1985,4,2024-02-23T12:30:00,25,Inbound,Technical Deep Dive,Completed,7,0.68,53,18,True
4010,634,15,2024-12-21T12:00:00,39,Inbound,QBR,Completed,4,0.84,110,12,False
4011,1772,14,2024-12-02T16:30:00,34,Outbound,Technical Deep Dive,Completed,6,0.66,108,9,False
4012,4172,14,2024-08-17T09:45:00,27,Outbound,Check-In,Completed,5,0.71,202,11,False
4013,3492,14,2022-05-17T10:30:00,43,Inbound,Demo,Completed,3,0.63,192,6,False
4014,2836,7,2024-08-02T10:30:00,46,Inbound,QBR,Completed,4,0.36,139,15,True
4015,4783,4,2024-09-01T15:45:00,27,Outbound,Discovery,Completed,6,0.68,108,17,False
4016,2191,13,2024-12-26T08:15:00,1,Inbound,Discovery,Voicemail,1,,,0,False
4017,4081,9,2022-07-09T13:00:00,,Outbound,Follow-Up,No Show,1,,,0,False
4018,1389,16,2024-10-12T14:45:00,45,Inbound,Check-In,Rescheduled,1,,,0,False
4019,1751,1,2024-12-31T09:30:00,25,Inbound,Check-In,Completed,8,0.53,109,18,False
4020,3892,13,2030-06-15T10:00:00,44,Outbound,Technical Deep Dive,Completed,4,0.66,126,4,False
4021,4101,2,2023-03-31T15:45:00,33,Inbound,Check-In,Completed,7,0.32,172,6,False
4022,1189,10,2024-06-14T17:45:00,44,Outbound,Follow-Up,Completed,3,0.5,123,12,False
4023,3383,5,2024-12-31T11:45:00,25,Outbound,Demo,Completed,7,0.6,167,9,True
4024,524,11,2024-12-29T12:30:00,56,Inbound,Technical Deep Dive,Completed,4,0.59,226,11,True
4025,177,1,2024-06-28T10:15:00,32,Outbound,Technical Deep Dive,Completed,5,0.49,75,18,True
4026,1839,11,2023-12-06T14:00:00,22,Outbound,Discovery,Completed,2,0.51,131,8,True
4027,3279,9,2023-03-24T15:30:00,15,Outbound,Discovery,Completed,4,0.48,193,13,True
4028,2973,14,2023-11-16T11:00:00,25,Inbound,QBR,Completed,8,0.63,226,5,False
4029,2558,10,2022-12-02T11:30:00,2,Outbound,Check-In,Voicemail,1,,,0,False
4030,2936,6,2023-08-01T16:30:00,45,Outbound,Discovery,Completed,3,0.78,58,10,False
