activity_id,lead_id,campaign_id,activity_type,activity_date,utm_source
11617,5360,103,Form Fill,2024-01-30T08:53:00,direct
11618,1644,163,,2022-04-23T08:37:00,
11619,3740,131,Form Fill,2021-02-10T20:52:00,direct
11620,292,50,Form Fill,2020-04-20T12:43:00,direct
11621,1977,110,Email Click,2020-07-25T21:10:00,
11622,7699,193,Email Open,2022-02-20T00:28:00,
11623,7502,164,Page Visit,2021-09-24T20:55:00,google
11624,7631,155,Ad Click,2022-06-22T23:52:00,referral
11625,2108,127,Webinar Registration,2020-02-18T23:10:00,
11626,1711,171,Email Open,2023-05-20T13:58:00,
11627,264,92,Content Download,2022-10-03T18:06:00,
11628,2293,161,Page Visit,2022-04-08T20:13:00,google
11629,7300,155,Email Click,2022-05-17T17:57:00,
11630,6636,140,Content Download,2021-02-20T10:39:00,
11631,5909,137,Page Visit,2023-08-12T21:31:00,facebook
11632,6359,24,Content Download,2021-04-18T20:29:00,
11633,1514,79,Content Download,2023-10-03T13:30:00,
11634,2963,58,Email Open,2022-03-29T12:34:00,
11635,7296,30,Content Download,2020-03-18T21:51:00,
11636,5914,169,Content Download,2022-01-08T17:08:00,
11637,2887,185,Email Open,2022-09-21T20:49:00,
11638,6801,155,Ad Click,2022-05-15T09:55:00,linkedin
11639,6224,164,Email Click,2021-09-29T16:26:00,
11640,1827,76,Email Open,2023-05-25T03:40:00,
11641,5886,,Webinar Attended,2021-04-15T13:05:00,
11642,2282,198,Email Bounce,2020-04-09T21:01:00,
11643,4970,105,Unsubscribe,2020-04-05T17:46:00,
11644,6178,117,Email Open,2020-09-04T06:28:00,
11645,7849,,Content Download,2023-08-15T01:30:00,
11646,7807,138,Email Click,2024-10-06T14:05:00,
11647,1000,178,Email Open,2020-05-02T07:30:00,
11648,6375,184,Content Download,2020-04-21T13:29:00,
11649,2102,153,Content Download,2024-10-24T18:06:00,
11650,6137,93,Content Download,2024-06-17T13:35:00,
11651,999,117,Email Click,2020-09-05T22:23:00,
11652,1715,186,Webinar Registration,2020-02-05T07:28:00,
11653,3175,102,Email Open,2023-02-03T17:23:00,
11654,1050,145,Email Click,2021-01-25T16:00:00,
11655,4403,159,Email Click,2023-10-10T15:54:00,
11656,7515,97,Form Fill,2020-09-21T02:00:00,referral
11657,6332,33,Webinar Attended,2020-07-30T19:38:00,
11658,4696,57,Form Fill,2020-10-15T01:55:00,linkedin
11659,1048,199,Ad Click,2021-09-14T11:39:00,twitter
11660,2967,102,Ad Click,2023-01-28T12:24:00,twitter
11661,6183,115,Webinar Registration,2020-01-18T14:15:00,
11662,7516,148,Email Click,2024-04-24T19:27:00,
11663,238,126,Ad Click,2021-05-04T12:13:00,direct
11664,252,79,Ad Click,2023-10-10T11:14:00,referral
11665,3592,12,Email Open,2023-03-09T05:27:00,
11666,43,105,Email Click,2020-04-04T05:51:00,
11667,2278,137,Webinar Registration,2023-07-29T22:43:00,
11668,2286,54,Page Visit,2020-06-19T09:11:00,google
11669,3629,37,Form Fill,2022-10-26T19:50:00,google
11670,7304,199,Page Visit,2021-07-14T07:24:00,facebook
11671,6163,119,Email Click,2024-10-31T09:01:00,
11672,3417,98,Webinar Attended,2020-03-22T14:11:00,
11673,6183,22,Email Click,2024-11-19T05:56:00,
11674,7167,141,Content Download,2023-11-22T13:09:00,
11675,7817,68,Form Fill,2024-10-19T22:17:00,referral
11676,1273,,Email Click,2020-01-22T02:58:00,
11677,615,3,Email Open,2021-11-26T10:55:00,
11678,1785,129,Ad Click,2020-09-05T13:59:00,facebook
11679,3656,158,Ad Click,2020-12-17T21:31:00,facebook
11680,1984,134,Form Fill,2023-10-16T08:18:00,google
11681,74,32,Webinar Attended,2023-03-29T17:42:00,
11682,5899,13,Webinar Attended,2024-03-26T03:44:00,
11683,534,,Webinar Attended,2030-03-15T14:30:00,
11684,4570,,Page Visit,2020-03-15T19:32:00,linkedin
11685,1109,124,Ad Click,2021-07-03T15:04:00,direct
11686,3073,3,Page Visit,2021-12-19T19:47:00,linkedin
11687,3178,56,Email Bounce,2024-09-20T20:51:00,
11688,2852,61,Email Open,2030-03-15T14:30:00,
11689,7499,119,Content Download,2024-08-16T04:09:00,
11690,2746,54,Email Open,2020-07-12T06:36:00,
11691,1646,38,Email Click,2023-04-10T05:01:00,
11692,3609,135,Email Open,2022-02-11T23:16:00,
11693,2201,130,Email Bounce,2024-01-11T02:50:00,
11694,2812,122,Ad Click,2021-09-21T09:58:00,facebook
11695,4170,63,Email Click,2021-10-10T00:27:00,
11696,3582,180,Ad Click,2024-05-09T05:26:00,google
11697,6616,30,,2020-02-09T07:12:00,
11698,182,149,Form Fill,2021-04-05T16:14:00,facebook
11699,3666,116,Email Click,2020-12-08T21:01:00,
11700,4196,73,Content Download,2021-08-27T06:45:00,
11701,67,47,Email Open,2023-10-28T21:56:00,
11702,6473,70,Email Bounce,2022-12-27T19:50:00,
11703,117,140,Ad Click,2021-03-06T10:54:00,linkedin
11704,2411,198,,2020-03-25T21:43:00,
11705,2807,88,Email Open,2023-09-08T23:14:00,
11706,4480,162,Ad Click,2020-04-24T13:30:00,google
11707,2460,25,Email Click,2020-08-22T17:50:00,
11708,2740,76,Email Open,2030-03-15T14:30:00,
11709,4366,166,Form Fill,2022-12-18T04:52:00,linkedin
11710,4922,63,Email Open,2021-10-13T03:57:00,
11711,6641,43,Form Fill,2021-05-13T00:37:00,facebook
11712,1879,31,Email Open,2024-04-26T04:20:00,
11713,4456,57,Webinar Registration,2020-10-12T14:58:00,
11714,1465,110,Form Fill,2020-07-09T03:54:00,linkedin
11715,2209,173,Email Open,2023-07-05T01:47:00,
11716,222,62,Content Download,2021-06-08T16:09:00,
11717,171,153,Email Open,2024-10-29T22:16:00,
11718,1553,176,Email Open,2023-08-27T21:57:00,
11719,4921,190,Email Click,2020-04-12T15:45:00,
11720,1864,86,Email Click,2023-11-18T03:25:00,
11721,2403,,Ad Click,2021-01-20T21:59:00,google
11722,7058,14,Ad Click,2023-08-07T17:15:00,
11723,5343,52,Email Open,2021-09-20T12:35:00,
11724,3878,4,Email Click,2022-08-28T19:33:00,
11725,6639,76,Webinar Registration,2023-05-28T23:15:00,
11726,952,119,Ad Click,2024-09-12T01:33:00,direct
11727,1540,165,Content Download,2024-02-08T03:09:00,
11728,2861,,Webinar Attended,2023-01-27T20:10:00,
11729,983,,Unsubscribe,2024-12-18T00:00:00,
11730,4684,128,Email Open,2021-06-04T23:07:00,
11731,1802,58,Unsubscribe,2022-04-28T02:09:00,
11732,5263,127,Email Open,2020-02-02T05:00:00,
11733,7436,12,Webinar Registration,2023-02-26T00:44:00,
11734,6329,187,Content Download,2024-06-11T13:21:00,
11735,4901,116,Form Fill,2020-12-08T12:31:00,
11736,3955,118,Email Bounce,2024-04-06T15:54:00,
11737,3077,102,Content Download,2023-03-02T01:47:00,
11738,7938,31,,2024-05-03T13:02:00,google
11739,5775,92,Email Open,2022-10-23T21:10:00,
11740,7752,42,Email Click,2020-04-29T02:38:00,
11741,780,,,2023-09-14T16:26:00,
11742,5242,129,Form Fill,2020-08-04T18:56:00,twitter
11743,7761,53,Email Open,2024-12-01T00:00:00,
11744,6980,199,Email Open,2021-09-14T03:05:00,
11745,1096,58,Email Open,2022-04-19T04:00:00,
11746,197,164,Content Download,2021-09-30T05:28:00,
11747,7369,81,Form Fill,2021-05-04T02:04:00,google
11748,4945,74,Content Download,2024-06-06T18:51:00,
11749,3147,86,Email Open,2024-01-13T15:29:00,
11750,1433,193,Page Visit,2030-03-15T14:30:00,referral
11751,2938,44,Unsubscribe,2022-03-07T08:04:00,
11752,1038,160,,2023-08-25T21:08:00,
11753,1209,17,Content Download,2023-11-25T19:33:00,
11754,3665,67,Email Click,2020-10-30T19:25:00,
11755,6481,109,Email Bounce,2020-03-19T07:20:00,
11756,6293,19,Page Visit,2020-02-19T16:08:00,linkedin
11757,138,200,Page Visit,2021-04-07T03:24:00,twitter
11758,4964,3,Email Click,2022-01-15T14:59:00,
11759,4558,141,Content Download,2023-11-25T12:51:00,
11760,6556,28,Email Open,2023-01-08T07:22:00,
11761,7733,152,Email Bounce,2021-01-16T12:40:00,
11762,1896,98,Webinar Registration,2020-03-28T17:39:00,
11763,1601,103,Webinar Attended,2024-01-24T05:01:00,
11764,7682,183,Form Fill,2020-08-13T07:06:00,facebook
11765,5203,159,Email Bounce,2023-09-23T00:16:00,
11766,1658,114,Email Click,2024-08-25T07:06:00,
11767,1118,195,Ad Click,2021-11-26T13:13:00,google
11768,6302,,Email Open,2024-01-29T22:08:00,
11769,7982,18,Email Open,2020-05-16T12:46:00,
11770,4493,113,Email Open,2022-11-07T01:23:00,
11771,6387,155,Content Download,2022-05-31T04:33:00,
11772,860,92,Email Open,2022-09-05T04:01:00,
11773,7523,59,Email Open,2022-09-12T06:42:00,
11774,1684,57,Page Visit,2020-10-19T22:00:00,linkedin
11775,5462,155,Email Open,2022-06-21T11:02:00,
11776,36,16,Email Click,2024-11-27T14:29:00,
11777,7130,86,Content Download,2023-11-08T11:43:00,
11778,4092,146,Content Download,2021-01-07T00:28:00,
11779,1350,26,Email Open,2024-12-19T12:19:00,
11780,5241,53,Email Open,2024-12-30T00:00:00,
11781,7053,70,Email Bounce,2022-12-02T17:32:00,
11782,2029,10,Form Fill,2021-08-07T14:03:00,direct
11783,5179,130,Form Fill,2023-12-27T04:17:00,linkedin
11784,4418,22,Email Bounce,2024-12-12T11:25:00,
11785,3598,44,Form Fill,2021-12-07T06:40:00,
11786,2260,165,Content Download,2024-02-21T21:08:00,
11787,4125,152,Form Fill,2021-01-20T10:27:00,referral
11788,1002,17,Form Fill,2023-11-21T10:49:00,twitter
11789,7521,71,Form Fill,2020-04-08T00:00:00,direct
11790,6752,82,Email Open,2020-03-26T09:34:00,
11791,2952,99,Page Visit,2022-05-19T05:04:00,direct
11792,2865,177,Content Download,2021-10-31T17:53:00,
11793,2849,170,Form Fill,2023-11-23T03:13:00,linkedin
11794,3753,143,Webinar Registration,2021-03-24T00:43:00,
11795,7409,15,Email Open,2024-12-22T00:00:00,
11796,7763,44,Content Download,2022-03-05T04:06:00,
11797,174,120,Email Open,2020-04-23T07:09:00,
11798,687,5,Page Visit,2024-06-16T07:00:00,direct
11799,4176,163,Page Visit,2022-06-05T09:51:00,twitter
11800,6979,24,Form Fill,2021-04-18T15:11:00,google
11801,237,66,Email Open,2021-03-10T04:23:00,
11802,1708,2,Email Open,2020-02-02T13:01:00,
11803,5163,,Email Bounce,2021-04-10T21:52:00,
11804,6645,163,Page Visit,2022-04-19T00:01:00,
11805,2458,,Form Fill,2020-07-12T20:58:00,direct
11806,7911,166,Email Open,2023-02-28T06:08:00,
11807,370,22,Content Download,2024-12-24T17:56:00,
11808,7382,48,Content Download,2023-08-19T22:08:00,
11809,1782,12,Email Open,2023-03-15T04:48:00,
11810,3892,116,Email Click,2020-12-10T01:08:00,
11811,2910,56,Webinar Registration,2024-09-20T19:46:00,
11812,3307,131,Ad Click,2021-01-29T07:20:00,referral
11813,747,108,Webinar Registration,2024-12-14T00:00:00,
11814,833,155,Content Download,2022-07-24T04:53:00,
11815,406,57,Email Open,2020-10-24T08:40:00,
11816,899,29,Ad Click,2020-04-21T05:54:00,
11817,6583,162,Email Open,2020-04-18T01:32:00,
11818,7147,107,Form Fill,2023-12-28T14:54:00,google
11819,4179,69,Form Fill,2023-05-01T20:07:00,
11820,2110,87,Page Visit,2021-09-27T11:02:00,direct
11821,5182,92,Form Fill,2022-09-20T15:00:00,referral
11822,1387,166,Webinar Attended,2023-01-12T22:25:00,
11823,2873,194,Page Visit,2023-03-02T14:25:00,
11824,7258,12,Email Click,2023-04-03T22:27:00,
11825,6768,63,Webinar Registration,2021-10-06T15:50:00,
11826,4391,,Form Fill,2020-03-28T00:04:00,direct
11827,263,47,Email Click,2023-12-24T02:32:00,
11828,2871,46,Email Click,2024-04-22T03:06:00,
11829,3564,181,Webinar Attended,2020-07-06T01:55:00,
11830,7371,29,Email Open,2020-04-30T17:56:00,
11831,4334,60,Page Visit,2020-04-10T04:32:00,linkedin
11832,6261,10,Webinar Registration,2021-08-17T00:52:00,
11833,4318,118,Content Download,2024-04-28T16:21:00,
11834,1128,200,Form Fill,2021-03-28T15:23:00,referral
11835,4452,28,Email Open,2023-01-02T21:18:00,
11836,896,104,Webinar Attended,2024-05-01T01:16:00,
11837,410,155,Email Open,2022-06-30T01:51:00,
11838,3362,47,Email Open,2023-12-22T22:24:00,
11839,1448,119,Form Fill,2024-10-05T18:43:00,facebook
11840,7832,120,Email Open,2020-05-06T00:47:00,
11841,6153,31,Email Click,2024-04-26T16:31:00,
11842,5969,148,Email Open,2024-04-20T18:37:00,
11843,3858,5,Email Open,2024-08-17T20:11:00,
11844,3689,76,Email Open,2023-06-06T22:11:00,
11845,2901,197,Email Open,2024-08-04T02:43:00,
11846,5467,162,Email Open,2020-04-16T15:33:00,
11847,5390,162,Email Open,2020-04-22T08:17:00,
11848,742,180,Unsubscribe,2024-04-03T21:25:00,
11849,4994,166,Content Download,2023-01-06T02:17:00,
11850,810,,Email Open,2024-12-17T13:09:00,
11851,6250,167,Email Open,2022-04-20T21:19:00,
11852,3377,151,Email Bounce,2023-10-23T03:07:00,
11853,5873,120,Email Bounce,2020-05-03T12:56:00,
11854,483,193,Email Open,2022-02-27T23:59:00,
11855,6237,56,Form Fill,2024-09-26T23:55:00,google
11856,395,158,Email Click,2020-12-22T23:30:00,
11857,2489,171,Email Open,2023-04-23T13:05:00,
11858,7817,152,Email Open,2021-01-19T22:45:00,
11859,7950,,Webinar Registration,2024-10-29T04:14:00,
11860,5158,76,Email Click,2023-06-12T11:15:00,
11861,2686,5,Email Click,2024-09-11T04:13:00,
11862,7155,200,Form Fill,2021-04-05T03:04:00,referral
11863,5863,,Content Download,2021-06-17T07:33:00,
11864,1708,97,Form Fill,2020-08-25T21:10:00,referral
11865,7938,11,Email Click,2024-06-30T21:54:00,
11866,3664,172,Ad Click,2024-02-20T06:39:00,facebook
11867,1735,76,Webinar Registration,2023-06-05T02:30:00,
11868,2940,60,Email Open,2020-04-07T14:15:00,
11869,2616,131,Email Bounce,2021-01-08T17:49:00,
11870,6171,100,Email Open,2024-08-07T05:38:00,
11871,5390,70,Form Fill,2022-11-23T22:34:00,referral
11872,7574,161,Form Fill,2022-05-27T12:53:00,
11873,3081,87,Email Open,2021-10-09T11:40:00,
11874,323,114,Page Visit,2024-08-24T23:48:00,direct
11875,5389,111,Form Fill,2022-02-11T00:16:00,direct
11876,1621,6,Email Bounce,2024-11-08T20:02:00,
11877,1137,153,Email Click,2024-11-03T12:36:00,
11878,6421,63,Email Open,2021-10-04T16:46:00,
11879,3945,53,Form Fill,2024-12-20T00:00:00,direct
11880,3744,112,Content Download,2023-06-20T05:05:00,
11881,6565,114,Email Bounce,2024-06-30T13:57:00,
11882,7246,24,Email Click,2021-05-29T07:46:00,
11883,4944,9,Form Fill,2021-04-24T01:16:00,facebook
11884,2247,142,Form Fill,2021-03-08T04:13:00,facebook
11885,7044,164,Email Open,2021-09-20T05:25:00,
11886,5430,103,Form Fill,2024-01-18T21:35:00,google
11887,912,33,Content Download,2020-09-04T20:36:00,
11888,156,42,Email Open,2020-05-02T08:44:00,
11889,284,129,Content Download,2020-09-12T18:01:00,
11890,4404,137,Content Download,2023-08-24T02:52:00,
11891,3902,,Content Download,2024-09-25T00:28:00,
11892,6541,58,Ad Click,2022-04-18T14:47:00,referral
11893,7092,108,Unsubscribe,2024-12-23T03:00:00,
11894,6775,61,Form Fill,2021-02-19T22:37:00,facebook
11895,7214,100,Content Download,2024-08-06T21:59:00,
11896,1318,57,,2020-10-14T10:47:00,
11897,5156,3,Form Fill,2022-01-25T06:07:00,twitter
11898,4014,69,,2023-04-12T10:32:00,
11899,5529,64,Email Bounce,2023-07-28T19:01:00,
11900,5171,3,Content Download,2022-01-08T20:51:00,
11901,3673,119,Email Open,2024-08-06T19:32:00,
11902,6413,185,Email Click,2022-07-25T08:44:00,
11903,224,167,Email Open,2022-04-24T21:16:00,
11904,7805,159,Email Open,2023-08-16T00:12:00,
11905,7426,87,Form Fill,2021-10-03T10:46:00,
11906,5310,181,Email Open,2020-05-13T04:35:00,
11907,6033,137,Webinar Registration,2023-09-10T04:47:00,
11908,1294,,Email Bounce,2024-02-15T23:11:00,
11909,5612,158,Page Visit,2020-12-16T04:59:00,referral
11910,1707,,Email Open,2024-10-03T03:22:00,
11911,4999,103,Email Click,2024-02-01T22:52:00,
11912,6073,42,Webinar Registration,2020-04-02T15:21:00,
11913,2560,69,Email Open,2023-04-01T05:04:00,
11914,1488,180,Ad Click,2024-04-21T20:52:00,linkedin
11915,4991,126,Content Download,2021-05-11T09:24:00,
11916,7134,153,Webinar Registration,2024-10-22T05:27:00,
11917,172,65,Email Open,2021-11-30T01:11:00,
11918,6231,1,Webinar Attended,2024-09-25T13:15:00,
11919,182,83,,2023-02-18T04:55:00,
11920,1120,170,Email Open,2023-11-23T23:26:00,
11921,7281,44,Form Fill,2021-12-07T08:49:00,linkedin
11922,7005,161,Email Open,2022-05-25T02:01:00,
11923,5547,113,Page Visit,2023-01-13T08:43:00,google
11924,2108,29,Email Open,2020-07-02T16:43:00,
11925,2040,166,Webinar Registration,2022-12-28T21:14:00,
11926,7167,84,Email Bounce,2020-03-04T19:28:00,
11927,1794,200,Form Fill,2021-04-13T17:12:00,google
11928,3563,13,Email Click,2024-05-10T19:20:00,
11929,3029,101,Page Visit,2023-08-27T06:33:00,referral
11930,3891,94,Form Fill,2020-10-17T00:58:00,google
11931,5429,,Form Fill,2030-03-15T14:30:00,referral
11932,2246,18,Form Fill,2020-07-03T22:17:00,linkedin
11933,1983,174,Email Click,2021-05-23T17:56:00,
11934,4329,98,Email Bounce,2020-03-31T07:19:00,
11935,4242,106,Ad Click,2021-05-15T23:13:00,referral
11936,3790,,Form Fill,2021-03-27T19:35:00,linkedin
11937,3818,136,Email Open,2024-09-02T03:45:00,
11938,5799,171,Content Download,2023-04-12T19:49:00,
11939,411,102,Email Open,2023-02-11T01:18:00,
11940,7713,107,Email Click,2024-02-03T07:05:00,
11941,3455,59,Email Open,2022-09-18T16:35:00,
11942,2862,91,Email Click,2023-05-22T16:44:00,
11943,4280,110,Form Fill,2020-07-21T10:25:00,referral
11944,7582,139,Unsubscribe,2024-10-30T14:36:00,
11945,5387,132,Unsubscribe,2023-12-12T02:22:00,
11946,6598,1,Form Fill,2024-10-02T03:59:00,twitter
11947,2247,146,Content Download,2021-01-13T01:15:00,
11948,1016,189,Content Download,2024-09-19T13:46:00,
11949,2775,153,Email Open,2024-10-31T04:55:00,
11950,4410,54,Form Fill,2020-06-20T10:04:00,
11951,3781,48,Email Open,2023-09-20T23:08:00,
11952,4167,94,,2020-09-15T14:45:00,
11953,763,160,Content Download,2023-08-28T23:47:00,
11954,6609,190,Form Fill,2020-03-05T01:05:00,google
11955,4271,38,Form Fill,2023-01-03T11:37:00,linkedin
11956,578,189,Form Fill,2024-09-25T22:40:00,linkedin
11957,2571,182,Email Open,2022-02-15T19:04:00,
11958,5613,88,Content Download,2023-09-12T20:27:00,
11959,7328,41,Content Download,2030-03-15T14:30:00,
11960,4872,146,Email Open,2020-12-27T15:01:00,
11961,2067,49,Form Fill,2024-03-28T12:57:00,facebook
11962,4299,168,Ad Click,2023-04-13T22:20:00,google
11963,4976,7,Email Open,2024-06-12T07:19:00,
11964,5518,78,,2022-04-28T14:19:00,
11965,3871,84,Page Visit,2020-03-07T02:55:00,
11966,2559,41,Page Visit,2022-08-31T01:46:00,facebook
11967,3006,,Page Visit,2023-03-30T18:59:00,google
11968,2860,69,Form Fill,2023-04-30T19:23:00,direct
11969,1153,104,Email Click,2024-04-10T21:41:00,
11970,5097,82,Email Click,2020-04-21T14:39:00,
11971,5171,90,Email Open,2024-06-19T22:52:00,
11972,1148,146,Email Open,2021-01-11T14:36:00,
11973,2178,119,Email Open,2024-09-01T14:54:00,
11974,1496,41,Form Fill,2022-09-22T20:43:00,facebook
11975,4219,175,Email Bounce,2022-05-27T23:51:00,
11976,6006,104,Email Open,2024-04-23T13:24:00,
11977,2850,34,Form Fill,2020-02-12T10:00:00,referral
11978,2479,104,Email Click,2024-03-27T06:17:00,
11979,1228,189,Form Fill,2024-10-03T08:29:00,referral
11980,1205,200,Ad Click,2021-04-06T07:41:00,referral
11981,6614,96,Form Fill,2020-10-24T03:24:00,linkedin
11982,4544,78,Form Fill,2022-04-26T13:06:00,twitter
11983,7664,112,Content Download,2023-06-20T23:47:00,
11984,6899,91,Content Download,2023-06-24T00:27:00,
11985,530,187,Page Visit,2024-04-12T06:59:00,referral
11986,3467,,Form Fill,2022-07-14T10:25:00,twitter
11987,727,180,Webinar Attended,2024-03-28T06:41:00,
11988,7070,58,Webinar Registration,2022-05-10T07:44:00,
11989,2087,16,Content Download,2024-11-21T04:57:00,
11990,6508,,Webinar Registration,2021-06-30T23:37:00,
11991,1566,152,Ad Click,2021-01-15T23:07:00,facebook
11992,2952,165,Form Fill,2024-02-12T08:33:00,google
11993,792,119,Email Open,2024-11-01T14:30:00,
11994,2249,68,Content Download,2024-09-29T20:05:00,
11995,2060,87,Email Open,2021-09-24T17:54:00,
11996,1312,46,Email Open,2024-03-06T09:11:00,
11997,1561,149,Email Bounce,2021-04-07T03:34:00,
11998,5950,117,Email Open,2020-08-04T02:44:00,
11999,1410,44,Content Download,2021-12-21T18:06:00,
12000,7924,40,Email Open,2021-06-03T10:59:00,
12001,6688,147,Email Open,2020-10-27T17:05:00,
12002,8000,148,Ad Click,2024-04-20T04:08:00,facebook
12003,1281,112,Email Click,2023-07-06T20:15:00,
12004,1161,165,Form Fill,2024-02-20T13:25:00,linkedin
12005,6272,116,Form Fill,2020-12-11T13:26:00,
12006,5914,72,Webinar Attended,2020-02-18T02:58:00,
12007,5899,91,Email Open,2023-05-11T04:25:00,
12008,3488,64,Webinar Registration,2023-05-30T08:45:00,
12009,2576,134,Form Fill,2023-10-20T09:28:00,referral
12010,3113,64,Email Click,2023-06-18T00:28:00,
12011,6915,151,Email Bounce,2023-12-21T02:32:00,
12012,7182,171,Webinar Registration,2023-06-11T20:33:00,
12013,121,168,Email Click,2023-04-05T15:40:00,
12014,3261,67,Ad Click,2020-11-03T08:42:00,
12015,5231,139,Page Visit,2024-12-15T14:22:00,twitter
12016,5627,156,Email Click,2021-05-26T04:38:00,
12017,3080,43,Email Open,2021-05-12T03:39:00,
12018,4062,42,Email Open,2020-03-25T09:00:00,
12019,1,159,Webinar Attended,2023-10-09T00:23:00,
12020,6396,,Form Fill,2022-07-02T14:34:00,direct
12021,5826,111,Email Click,2022-03-29T15:46:00,
12022,2301,131,Form Fill,2020-12-06T09:40:00,
12023,828,63,,2021-10-09T11:19:00,google
12024,2634,174,Email Open,2021-04-17T07:39:00,
12025,1594,80,Form Fill,2021-05-10T21:50:00,twitter
12026,315,174,Email Open,2021-04-10T15:10:00,
12027,5841,163,Content Download,2022-06-28T04:54:00,
12028,5741,120,Form Fill,2020-05-15T01:01:00,linkedin
12029,118,156,Content Download,2021-06-29T00:04:00,
12030,3738,26,Ad Click,2024-12-18T00:00:00,linkedin
12031,5656,124,Content Download,2021-09-03T06:38:00,
12032,7487,180,Email Open,2024-04-27T21:19:00,
12033,4880,90,Form Fill,2024-07-01T22:17:00,linkedin
12034,7323,133,Email Open,2021-06-27T16:19:00,
12035,4930,104,Form Fill,2024-04-24T16:14:00,linkedin
12036,5785,148,Email Bounce,2024-03-31T10:24:00,
12037,5032,198,Email Open,2020-03-13T06:32:00,
12038,1377,33,,2020-08-07T02:22:00,
12039,1007,103,Ad Click,2024-02-28T16:21:00,direct
12040,6587,103,Content Download,2024-01-21T21:16:00,
12041,34,151,Email Click,2023-12-01T18:26:00,
12042,6497,25,Form Fill,2020-08-11T05:22:00,linkedin
12043,6967,123,Email Open,2022-01-28T01:24:00,
12044,4702,117,Form Fill,2020-08-21T10:46:00,referral
12045,4094,139,Email Click,2024-10-06T04:03:00,
12046,7063,134,Page Visit,2023-10-21T10:37:00,facebook
12047,6868,92,Email Open,2022-10-17T17:17:00,
12048,7166,147,Email Open,2020-10-27T20:12:00,
12049,5859,35,Email Click,2021-12-13T23:10:00,
12050,2989,66,Content Download,2021-02-24T12:20:00,
12051,6236,134,Content Download,2023-11-12T14:06:00,
12052,1684,137,Email Click,2023-08-23T15:07:00,
12053,6055,144,Page Visit,2020-06-06T12:31:00,referral
12054,6673,144,,2020-06-11T13:21:00,
12055,1836,135,Email Open,2022-04-21T06:47:00,
12056,2876,,Email Open,2023-06-02T09:09:00,
12057,5466,88,Form Fill,2023-09-14T10:18:00,google
12058,1571,150,Ad Click,2020-04-28T09:39:00,twitter
12059,2620,198,Page Visit,2020-02-28T19:40:00,
12060,5045,108,Email Open,2024-12-03T00:00:00,
12061,6642,40,Email Open,2021-06-16T02:43:00,
12062,444,81,Page Visit,2021-05-11T17:29:00,direct
12063,3473,131,Webinar Attended,2020-11-30T16:06:00,
12064,1914,101,Content Download,2023-09-01T06:19:00,
12065,945,180,Webinar Attended,2024-04-08T05:23:00,
12066,7124,182,Form Fill,2022-02-26T21:55:00,referral
12067,2594,109,Webinar Registration,2020-03-21T17:48:00,
12068,718,151,Email Click,2023-10-22T01:44:00,
12069,6621,135,Form Fill,2022-03-16T18:08:00,
12070,3388,53,Form Fill,2024-12-06T00:00:00,
12071,6710,101,Webinar Attended,2023-09-10T02:40:00,
12072,4463,44,Webinar Registration,2022-01-15T01:34:00,
12073,3295,149,Email Open,2021-04-12T21:52:00,
12074,6853,21,,2024-12-02T09:01:00,
12075,5379,183,Email Click,2020-07-28T17:48:00,
12076,4411,178,Page Visit,2020-04-15T07:26:00,direct
12077,815,181,Ad Click,2020-06-14T12:04:00,linkedin
12078,894,182,Form Fill,2022-03-28T18:28:00,
12079,247,135,,2022-02-16T08:24:00,
12080,4188,,Email Click,2021-09-15T08:40:00,
12081,1427,162,Unsubscribe,2020-04-21T21:59:00,
12082,4607,6,Email Open,2024-12-31T00:00:00,
12083,385,132,Email Open,2024-01-04T09:26:00,
12084,3258,,Email Click,2022-03-07T04:21:00,
12085,3726,62,Webinar Attended,2021-06-13T07:02:00,
12086,4853,34,Email Open,2020-02-22T11:03:00,
12087,6339,3,Webinar Registration,2021-12-16T03:48:00,
12088,1254,17,Email Open,2023-11-24T02:18:00,
12089,7043,125,Email Open,2023-10-25T08:25:00,
12090,1300,198,Webinar Attended,2020-03-11T11:43:00,
12091,690,76,Page Visit,2023-06-02T12:03:00,direct
12092,3348,118,Page Visit,2024-04-07T07:32:00,facebook
12093,4133,167,Email Click,2022-04-27T03:23:00,
12094,6422,19,Page Visit,2020-03-12T06:49:00,referral
12095,3455,17,Email Click,2023-11-19T17:20:00,
12096,2200,99,Email Click,2022-05-11T00:15:00,
12097,1862,26,Page Visit,2024-12-28T01:26:00,linkedin
12098,4865,1,Email Open,2024-09-23T23:17:00,
12099,2650,13,Content Download,2024-04-19T00:09:00,
12100,5235,44,Webinar Attended,2022-02-02T06:08:00,
12101,4758,4,Page Visit,2022-08-16T16:31:00,google
12102,1868,28,Email Open,2022-10-31T15:15:00,
12103,5997,74,Email Click,2024-05-29T05:21:00,
12104,3366,144,Email Open,2020-06-02T10:08:00,
12105,2159,39,Page Visit,2021-05-23T07:21:00,referral
12106,1424,12,Ad Click,2023-03-10T18:38:00,referral
12107,4244,12,Form Fill,2023-03-01T04:29:00,google
12108,3006,140,Content Download,2021-01-16T04:23:00,
12109,5703,85,Email Click,2023-09-24T04:19:00,
12110,7388,,Ad Click,2024-02-29T02:03:00,facebook
12111,5749,37,Webinar Attended,2022-11-11T21:22:00,
12112,2407,36,Ad Click,2020-02-29T11:57:00,linkedin
